<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
KRNLW,20231013,0.061,0.0667,0.0586,0.0586,3500
KRNT,20231013,15.47,15.47,14.715,15.12,657100
KRNY,20231013,6.85,6.92,6.64,6.65,240700
KRON,20231013,1.17,1.27,0.9871,0.9925,1292000
KROP,20231013,10.36,10.395,10.34,10.395,900
KROS,20231013,28.29,28.34,27.61,28.11,140100
KRT,20231013,22.17,22.308,21.31,21.83,82400
KRTX,20231013,176.35,176.35,168.245,171.01,369600
KRUS,20231013,63.89,64.215,60.25,61.39,218200
KRYS,20231013,112.18,113.86,110.4,113.78,205400
KSCP,20231013,0.9286,0.932,0.85,0.8716,598100
KTCC,20231013,4.32,4.41,4.119,4.24,36500
KTOS,20231013,16.65,16.98,16.52,16.95,1099200
KTRA,20231013,3.82,3.82,3.38,3.43,26500
KTTA,20231013,0.435,0.45,0.4124,0.44,30600
KTTAW,20231013,0.0148,0.0217,0.0148,0.0217,1900
KURA,20231013,8.81,8.81,8.36,8.44,404500
KVAC,20231013,10.25,10.25,10.22,10.22,1000
KVACU,20231013,10.26,10.26,10.26,10.26,5100
KVACW,20231013,0.045,0.057,0.045,0.057,3600
KVHI,20231013,4.86,4.93,4.73,4.83,68500
KVSA,20231013,10.65,10.72,10.65,10.72,800
KWE,20231013,1.85,1.85,1.66,1.71,9300
KXIN,20231013,1.24,1.27,1.11,1.25,85700
KYCH,20231013,10.63,10.63,10.63,10.63,100
KYMR,20231013,12.5,12.72,12.06,12.61,417300
KZIA,20231013,0.72,0.72,0.6337,0.68,68100
KZR,20231013,0.96,0.965,0.93,0.9566,189000
LAB,20231013,1.61,1.65,1.58,1.59,1766000
LABP,20231013,3.7,3.7,3.56,3.56,1700
LAES,20231013,1.55,1.67,1.4201,1.5,59600
LAKE,20231013,15.14,15.2,14.56,14.7,21100
LAMR,20231013,81.41,81.91,80.63,81.35,321800
LANC,20231013,170.92,181.669,168.1375,177.01,230800
LAND,20231013,14.39,14.45,14.065,14.12,110100
LANDM,20231013,23.7,23.8319,23.7,23.71,600
LANDO,20231013,17.3605,17.612,17.25,17.3499,13800
LANDP,20231013,17.18,17.3,17.1,17.2499,9200
LASE,20231013,1.3199,1.37,1.2676,1.27,53500
LASR,20231013,9.55,9.55,9.26,9.27,157100
LAUR,20231013,14.62,14.745,14.175,14.18,1231700
LAZR,20231013,4.04,4.12,3.945,4.12,4683800
LAZY,20231013,7.29,7.65,7.17,7.31,70900
LBAI,20231013,12.3,12.3,11.75,11.75,156100
LBBBR,20231013,0.1556,0.1556,0.155,0.155,900
LBC,20231013,8.6,8.605,8.28,8.3,22300
LBPH,20231013,5.21,5.2652,5.015,5.03,15500
LBRDA,20231013,92.85,93.23,91.74,92.66,114900
LBRDK,20231013,92.85,93.62,91.95,92.68,397700
LBRDP,20231013,21.79,22,21.31,21.69,6100
LBTYA,20231013,16.24,16.44,16.18,16.34,1537100
LBTYB,20231013,16.35,16.37,16.3,16.37,2100
LBTYK,20231013,17.54,17.78,17.49,17.71,2438600
LCA,20231013,10.41,10.41,10.41,10.41,200
LCAA,20231013,10.65,10.67,10.64,10.67,216900
LCAAW,20231013,0.5599,0.5724,0.5599,0.5724,300
LCFY,20231013,6.78,6.78,6.74,6.74,700
LCID,20231013,5.08,5.16,4.99,5.16,19609100
LCNB,20231013,13.75,13.75,13.5,13.53,23100
LCUT,20231013,4.98,5.015,4.86,4.9,21600
LDEM,20231013,43.01,43.1,42.76,42.85,5100
LDSF,20231013,18.35,18.35,18.295,18.32,10100
LDWY,20231013,5.19,5.195,5.0453,5.195,13400
LE,20231013,6.93,6.93,6.74,6.83,69800
LECO,20231013,185.09,185.09,182.25,183.31,231700
LEDS,20231013,1.75,1.75,1.53,1.5353,22100
LEE,20231013,10.72,10.72,10.35,10.61,1700
LEGH,20231013,19,19.1,18.75,18.78,11500
LEGN,20231013,65.76,66.52,64.38,66.5,462900
LEGR,20231013,36.91,36.91,36.62,36.8,5200
LESL,20231013,5.11,5.215,5.06,5.11,2776600
LEXX,20231013,1.05,1.11,0.9,0.9151,540400
LEXXW,20231013,0.16,0.1601,0.16,0.1601,700
LFCR,20231013,7.09,7.15,6.9401,7.11,102400
LFLY,20231013,7.24,8.73,7.2048,8.73,23800
LFLYW,20231013,0.0233,0.0245,0.0233,0.0242,9100
LFMD,20231013,6.84,7.4,6.55,6.7,1212200
LFMDP,20231013,18.5,18.5,18.3999,18.5,2400
LFST,20231013,6.25,6.39,6.135,6.16,493000
LFUS,20231013,234.91,239.31,230.89,231.79,69600
LFVN,20231013,7.21,7.49,7,7,38500
LGHL,20231013,1.08,1.27,1.07,1.16,339300
LGHLW,20231013,0.0097,0.0097,0.0065,0.0065,228900
LGIH,20231013,93.97,94.32,92.84,93.6,136000
LGMK,20231013,1.69,1.95,1.6201,1.71,141500
LGND,20231013,55.29,55.79,54.6664,54.99,62600
LGO,20231013,2.855,2.89,2.745,2.85,21100
LGRO,20231013,24.41,24.41,24.3461,24.3461,1500
LGST,20231013,10.85,10.865,10.85,10.85,1700
LGSTW,20231013,0.05,0.05,0.05,0.05,200
LGVC,20231013,10.8,10.8,10.69,10.69,1600
LGVN,20231013,1.6,1.78,1.6,1.75,204900
LI,20231013,34.14,34.54,33.8,34.3,2878300
LIAN,20231013,1.43,1.47,1.39,1.41,101900
LIBYW,20231013,0.05,0.05,0.05,0.05,500
LICN,20231013,1.29,1.34,1.29,1.34,13100
LIDR,20231013,0.21,0.21,0.2,0.202,316200
LIDRW,20231013,0.0105,0.011,0.0092,0.011,11800
LIFE,20231013,1.4,1.42,1.37,1.39,143500
LIFW,20231013,2.64,2.75,1.68,2.17,986200
LIFWW,20231013,0.0046,0.006,0.0045,0.0055,262500
LIFWZ,20231013,0.1253,0.1253,0.0904,0.0904,3100
LILA,20231013,7.39,7.57,7.39,7.44,222100
LILAK,20231013,7.38,7.565,7.38,7.43,580400
LILM,20231013,0.6716,0.6749,0.631,0.6457,3541700
LILMW,20231013,0.1,0.1337,0.1,0.1,126900
LINC,20231013,8.46,8.6,8.29,8.35,37700
LIND,20231013,6.83,6.95,6.53,6.62,209500
LINK,20231013,8.65,8.75,8.57,8.72,2400
LIPO,20231013,0.97,0.97,0.9299,0.9299,500
LIQT,20231013,3.71,3.71,3.71,3.71,600
LITE,20231013,41.85,42.28,41.17,41.42,714500
LITM,20231013,1.16,1.2067,1.08,1.12,32600
LITP,20231013,13.9,13.9001,13.76,13.825,3300
LIVB,20231013,10.87,10.87,10.87,10.87,700
LIVBU,20231013,10.81,11.63,10.8,10.8,2100
LIVBW,20231013,0.025,0.025,0.025,0.025,400
LIVE,20231013,25.94,26.14,25.88,26.14,2100
LIVN,20231013,47.33,48.25,47.12,47.94,446900
LIXT,20231013,2.61,2.611,2.365,2.4,20800
LIXTW,20231013,0.06,0.0799,0.06,0.0799,4300
LIZI,20231013,3.67,3.67,3.5707,3.61,15000
LKCO,20231013,0.6893,0.73,0.6811,0.7099,37200
LKFN,20231013,49.17,49.425,48.4,48.69,117200
LKQ,20231013,50.61,50.81,49.755,50.03,1280900
LLYVA,20231013,31.25,31.49,30.8,31.45,145200
LLYVK,20231013,32.1,32.4,31.52,32,205700
LMAT,20231013,47.3,48.21,46.43,46.77,147500
LMB,20231013,30.12,30.12,28.1,28.5,138300
LMBS,20231013,47.12,47.17,47.12,47.12,624600
LMDX,20231013,0.127,0.127,0.1126,0.115,497200
LMFA,20231013,0.425,0.43,0.386,0.42,40700
LMNR,20231013,14.56,14.68,14.54,14.57,41300
LNKB,20231013,6.26,6.35,6.25,6.25,10500
LNSR,20231013,2.71,2.7461,2.71,2.72,1200
LNT,20231013,49.72,49.95,49.35,49.75,1509300
LNTH,20231013,65.21,67.86,64.905,67.47,887800
LNW,20231013,72.48,76.9433,72.48,76.25,1087800
LNZA,20231013,4.14,4.28,4.08,4.27,169000
LNZAW,20231013,0.55,0.6,0.5001,0.54,18800
LOAN,20231013,4.55,4.63,4.55,4.63,18900
LOCO,20231013,8.35,8.35,8.205,8.21,202900
LOGI,20231013,72.63,72.8,69.72,71.06,776000
LOOP,20231013,3.46,3.51,3.43,3.44,8700
LOPE,20231013,115.23,116.66,114.25,116.19,195200
LOVE,20231013,17.11,17.19,16.75,16.76,218100
LPCN,20231013,2.74,2.95,2.6827,2.82,11100
LPLA,20231013,227.66,231.22,224.76,227.86,408100
LPRO,20231013,6.62,6.63,6.39,6.53,324700
LPSN,20231013,2.92,2.94,2.77,2.79,1635100
LPTH,20231013,1.48,1.48,1.445,1.45,29400
LPTX,20231013,1.56,1.56,1.45,1.52,100600
LQDA,20231013,6.15,6.22,6,6.16,380800
LQDT,20231013,20.24,20.26,19.64,19.93,76000
LQR,20231013,0.187,0.187,0.166,0.1723,5219600
LRCX,20231013,661,664.39,642,645.12,1229400
LRE,20231013,5.6373,5.6373,5.4,5.4,8900
LRFC,20231013,20.356,20.95,20.356,20.72,7600
LRGE,20231013,52.89,53.0557,52.184,52.385,7000
LRHC,20231013,3.16,3.16,2.5,2.8,19000
LRMR,20231013,2.83,2.98,2.66,2.93,89600
LRND,20231013,25.4403,25.4403,25.4403,25.4403,100
LSAK,20231013,4.47,4.54,4.37,4.5,5200
LSCC,20231013,79.75,79.75,74.7,75.08,2493500
LSDI,20231013,0.388,0.395,0.3326,0.3701,789500
LSEA,20231013,7.51,7.81,7.43,7.47,185600
LSEAW,20231013,0.1448,0.1631,0.1448,0.155,11200
LSTA,20231013,2.1218,2.1597,2.03,2.1525,4900
LSTR,20231013,177.31,178.2,174.23,175.06,229100
LSXMA,20231013,25.9,26.22,25.81,26.11,1041100
LSXMB,20231013,25.9901,25.9901,25.9901,25.9901,500
LSXMK,20231013,25.98,26.23,25.83,26.12,1126100
LTBR,20231013,4.46,4.6068,4.46,4.52,25700
LTRN,20231013,3.28,3.37,3.1766,3.29,11400
LTRPA,20231013,0.4557,0.4588,0.4321,0.4501,70900
LTRPB,20231013,24.66,24.75,23.63,23.63,700
LTRX,20231013,4.34,4.36,4.24,4.33,33400
LTRY,20231013,2.92,3.09,2.85,2.91,9200
LTRYW,20231013,0.0112,0.0112,0.0101,0.0101,94900
LUCD,20231013,1.26,1.2899,1.21,1.22,8600
LUCY,20231013,0.4739,0.475,0.4049,0.4049,136700
LULU,20231013,375,384.595,374.4,377.69,1969900
LUMO,20231013,4.0621,4.28,4.0621,4.16,12300
LUNA,20231013,6.51,6.58,6.44,6.49,164800
LUNG,20231013,8.06,8.16,7.75,7.99,225700
LUNR,20231013,3.55,3.6964,3.51,3.67,120500
LUNRW,20231013,0.2776,0.33,0.27,0.3299,9400
LUXH,20231013,4.07,4.5703,4.07,4.36,286100
LVHD,20231013,33.64,33.74,33.5,33.6,627100
LVLU,20231013,2.05,2.245,2.05,2.18,7900
LVO,20231013,0.9422,0.9799,0.9175,0.9226,32200
LVOX,20231013,3.62,3.62,3.61,3.62,236500
LVOXW,20231013,0.1251,0.1251,0.1251,0.1251,1200
LVRO,20231013,6.64,6.64,6.6129,6.64,1000
LVROW,20231013,0.67,0.7,0.66,0.68,13100
LVTX,20231013,1.39,1.4202,1.3501,1.39,10600
LWAY,20231013,10.83,11.32,10.75,10.9,75000
LWLG,20231013,4.79,4.79,4.51,4.56,526900
LX,20231013,2.06,2.06,1.98,1.99,251500
LXEH,20231013,0.275,0.38,0.275,0.315,413600
LXRX,20231013,1.14,1.215,1.045,1.19,6691400
LYEL,20231013,1.57,1.68,1.53,1.64,708100
LYFT,20231013,10.62,10.83,10.025,10.07,11483700
LYRA,20231013,3.55,3.6851,3.5,3.58,37000
LYT,20231013,0.1754,0.1863,0.175,0.175,342100
LYTS,20231013,16.48,16.48,15.988,16.18,109700
LZ,20231013,10.13,10.22,9.79,9.88,997500
LZRD,20231013,9.825,9.825,9.825,9.825,100
MACAW,20231013,0.0332,0.0332,0.0325,0.0326,52000
MACK,20231013,12.26,12.45,12.23,12.27,39300
MAMA,20231013,4.25,4.275,4.15,4.16,122800
MANH,20231013,204.6,204.885,199.09,200.49,432400
MAPS,20231013,1.16,1.23,1.15,1.22,117600
MAPSW,20231013,0.1085,0.13,0.0825,0.1105,21100
MAQC,20231013,11.8,11.8,11.53,11.53,3200
MAQCU,20231013,11.73,11.73,11.62,11.62,1000
MAQCW,20231013,0.0685,0.0685,0.0617,0.0617,6000
MAR,20231013,197.7,199.51,192.48,192.93,1531200
MARA,20231013,8.04,8.07,7.55,7.71,18436500
MARK,20231013,0.58,0.58,0.53,0.5434,300200
MARPS,20231013,5.14,5.58,5.14,5.4,20300
MARX,20231013,10.5404,10.58,10.5404,10.58,600
MARXR,20231013,0.275,0.28,0.2151,0.28,500900
MASI,20231013,78.52,78.76,76.9,77.35,1086900
MASS,20231013,5.55,5.66,5.5,5.63,99100
MAT,20231013,20.06,20.31,20.02,20.22,1334600
MATH,20231013,1.24,1.25,1.2245,1.25,9800
MATW,20231013,39.5,39.5,38.77,38.89,74500
MAXI,20231013,15.17,15.17,15.17,15.17,300
MAXN,20231013,9.12,9.48,8.94,9.07,1231700
MAYS,20231013,48,48,48,48,1000
MBB,20231013,88.14,88.14,87.84,87.95,2051100
MBCN,20231013,27.92,27.92,27.04,27.33,9300
MBIN,20231013,27.6,27.6,27,27.02,43100
MBINM,20231013,23.176,23.176,22.71,22.71,700
MBINN,20231013,16.96,16.97,16.81,16.87,3900
MBINO,20231013,22.1999,22.1999,20.9,20.9,9300
MBINP,20231013,23.1,23.4294,22.98,23.4294,2300
MBIO,20231013,1.7704,1.7704,1.65,1.67,20900
MBLY,20231013,36.36,36.61,33.26,34.56,4695600
MBNKP,20231013,23.25,23.25,22.95,23.2499,1400
MBOT,20231013,1.29,1.32,1.2701,1.28,14300
MBRX,20231013,0.4,0.4605,0.4,0.45,107400
MBUU,20231013,48.78,49.02,48.56,48.91,86300
MBWM,20231013,31.12,32.01,30.35,30.56,28400
MCAA,20231013,11.141,11.22,11.141,11.22,700
MCAC,20231013,10.7,10.72,10.7,10.72,754900
MCAFR,20231013,0.27,0.27,0.2137,0.2137,3900
MCAGR,20231013,0.19,0.19,0.17,0.17,1400
MCBC,20231013,8.99,8.99,8.85,8.86,134700
MCBS,20231013,20.14,20.14,19.8,19.98,12600
MCFT,20231013,22.3,22.41,22.055,22.31,184300
MCHI,20231013,43.12,43.45,43.01,43.17,1703700
MCHP,20231013,80.86,81.16,77.23,77.46,4761100
MCHX,20231013,1.32,1.32,1.2699,1.27,6700
MCOM,20231013,0.0359,0.039,0.0322,0.0351,76791300
MCOMW,20231013,0.0133,0.019,0.0133,0.0152,69200
MCRB,20231013,1.48,1.54,1.32,1.5,3521500
MCRI,20231013,61.91,62.03,60.85,61.42,98500
MCSE,20231013,12.29,12.29,12.29,12.29,100
MCVT,20231013,3.565,3.565,3.5,3.5,500
MDAI,20231013,2.76,2.96,2.702,2.9,54900
MDB,20231013,365.47,366.3318,349.895,350.68,916900
MDBH,20231013,10.45,10.53,10.4,10.4,4400
MDCP,20231013,23.3184,23.3184,23.3184,23.3184,0
MDGL,20231013,136.32,141.1,133.85,140.37,471800
MDGS,20231013,3.7,3.865,3.5,3.76,11200
MDIV,20231013,14.54,14.55,14.49,14.52,116700
MDJH,20231013,1.84,1.99,1.79,1.99,6400
MDLZ,20231013,61.07,61.95,60.87,61.53,7316600
MDNA,20231013,0.2941,0.2944,0.2813,0.294,82100
MDRR,20231013,5.54,5.54,5.26,5.26,1600
MDRX,20231013,13.61,13.61,13.335,13.51,772500
MDWD,20231013,8.73,8.9199,8.7156,8.9,6400
MDWT,20231013,26.2879,26.2879,26.27,26.27,1000
MDXG,20231013,6.35,6.35,6.16,6.34,683700
MDXH,20231013,2.91,2.975,2.75,2.78,102000
ME,20231013,0.8067,0.8587,0.7902,0.8472,3470800
MEDP,20231013,238.43,240.525,234.2,239.1,241200
MEDS,20231013,6.46,7.26,6.46,6.97,77500
MEDX,20231013,29.5,29.62,29.5,29.62,600
MEGL,20231013,1.01,1.01,0.97,1,126800
MEIP,20231013,6.89,6.89,6.7,6.7,16200
MELI,20231013,1223.85,1228.48,1210.18,1223.5,213400
MEOH,20231013,42.55,42.59,40,42.14,1277200
MERC,20231013,8.38,8.85,8.37,8.83,503800
MESA,20231013,0.8488,0.86,0.8087,0.8136,151200
MESO,20231013,1.19,1.26,1.19,1.23,94400
META,20231013,323.53,325.0502,312.37,314.69,21360700
METC,20231013,9.91,10.11,9.83,9.92,244900
METCB,20231013,11.81,12.16,11.5,11.99,8800
METCL,20231013,25.25,25.25,25.2499,25.25,1800
MF,20231013,0.81,0.8195,0.75,0.79,54000
MFH,20231013,1.01,1.09,1.01,1.09,18200
MFIC,20231013,13.19,13.28,13.041,13.11,190000
MFIN,20231013,6.34,6.5,6.33,6.39,22400
MFLX,20231013,15.82,15.88,15.75,15.88,1800
MGAM,20231013,0.418,0.5162,0.3936,0.4295,63000
MGEE,20231013,71.92,72.22,71.3049,71.49,68800
MGIC,20231013,11.1157,11.1157,10.9001,11,34300
MGIH,20231013,1.8,1.8499,1.7801,1.82,13500
MGNI,20231013,7.06,7.13,6.95,7,1292700
MGNX,20231013,4.98,5.145,4.94,5.07,328700
MGOL,20231013,0.65,0.65,0.6,0.62,74900
MGPI,20231013,97.16,98.7,95.53,98.42,109600
MGRC,20231013,105.41,105.8684,101.94,102.84,75700
MGRM,20231013,2.55,2.75,2.54,2.58,17100
MGRX,20231013,0.615,0.72,0.6149,0.64,166400
MGTX,20231013,4.27,4.48,4.21,4.32,77700
MGYR,20231013,9.385,9.385,9.385,9.385,600
MHLD,20231013,1.57,1.58,1.56,1.58,63100
MHUA,20231013,1.6,1.89,1.49,1.88,192100
MICS,20231013,0.9,0.93,0.9,0.9,2800
MIDD,20231013,120.47,121.12,119.35,119.77,426600
MIGI,20231013,0.66,0.6797,0.6286,0.63,91100
MILN,20231013,30.25,30.29,29.805,29.85,5100
MINM,20231013,1.13,1.14,0.9,0.9723,56600
MIRA,20231013,2.97,3.0082,2.76,2.87,10100
MIRM,20231013,28.11,28.27,27.6,28.12,256700
MIRO,20231013,1.19,1.19,1.19,1.19,1200
MIST,20231013,2.96,3.02,2.85,2.9,70200
MITA,20231013,10.65,10.68,10.63,10.63,2900
MITK,20231013,10.6,10.71,10.205,10.46,338600
MKAM,20231013,25.6651,25.6651,25.6651,25.6651,0
MKSI,20231013,82.44,82.44,78.91,79.4,635700
MKTW,20231013,1.44,1.47,1.44,1.45,28400
MKTX,20231013,241.4,241.4,235.52,238.78,294200
MLAB,20231013,102.42,102.8,99.33,101.45,38800
MLCO,20231013,8.99,9.01,8.775,8.79,1871600
MLEC,20231013,2.7569,2.7569,2.655,2.72,2900
MLECW,20231013,0.0415,0.0415,0.0415,0.0415,2400
MLGO,20231013,2.81,4.42,2.81,4.17,7756400
MLKN,20231013,24.82,24.92,24.3,24.5,549700
MLTX,20231013,52.58,55.37,50.08,54.67,770000
MLYS,20231013,8.55,9.18,8.22,9.06,104000
MMAT,20231013,0.218,0.2191,0.213,0.2147,938700
MMLP,20231013,2.31,2.425,2.31,2.4,31100
MMSI,20231013,62.92,64.74,62.58,64.63,304300
MMV,20231013,1.29,1.29,1.21,1.21,14300
MMVWW,20231013,0.0162,0.2247,0.014,0.0147,30800
MMYT,20231013,40.89,41.155,40.145,40.22,438300
MNDO,20231013,1.89,1.89,1.88,1.88,18900
MNDY,20231013,142.24,143.565,138.41,140.08,791400
MNKD,20231013,4.02,4.03,3.955,3.99,2074500
MNMD,20231013,2.73,2.805,2.68,2.8,238900
MNOV,20231013,1.98,2.01,1.98,2,28400
MNPR,20231013,0.51,0.51,0.4611,0.4611,13800
MNRO,20231013,26.36,26.76,25.43,25.71,358700
MNSB,20231013,19.14,19.55,18.78,19.16,24900
MNSBP,20231013,20.9,21.6491,20.18,21.6491,1300
MNST,20231013,47.71,48.0155,47.1301,47.72,6060600
MNTK,20231013,9.63,10.16,9.58,10.12,296200
MNTS,20231013,2.5,3.66,2.46,3.11,16642100
MNTSW,20231013,0.0297,0.037,0.016,0.0178,168300
MNTX,20231013,4.78,4.85,4.6038,4.85,52100
MNY,20231013,5.8,6,3.02,3.35,422600
MNYWW,20231013,0.2,0.24,0.141,0.17,32600
MOB,20231013,1.69,1.99,1.68,1.94,453600
MOBBW,20231013,0.2,0.2,0.2,0.2,13200
MOBQ,20231013,0.7466,0.79,0.69,0.7177,24100
MOBQW,20231013,0.0099,0.0099,0.0086,0.0086,300
MOBV,20231013,9.99,9.99,9.51,9.51,300
MOBVW,20231013,0.055,0.08,0.045,0.045,42500
MODD,20231013,1.0301,1.0301,0.92,0.92,42700
MODL,20231013,30.52,30.52,29.87,29.95,20600
MODV,20231013,33.62,36,33.17,35.9,209500
MOFG,20231013,20.99,20.99,20.015,20.08,11200
MOGO,20231013,1.43,1.51,1.41,1.45,34900
MOMO,20231013,7.12,7.155,7.04,7.06,668400
MOND,20231013,4.58,4.6599,4.49,4.52,179500
MOR,20231013,6.35,6.51,6.21,6.5,421600
MORF,20231013,21.61,21.93,20.44,21.63,1551900
MORN,20231013,228.36,229.37,225.365,225.47,136800
MOTS,20231013,0.48,0.5198,0.48,0.5187,28000
MOVE,20231013,0.9001,0.9685,0.86,0.864,12100
MOXC,20231013,0.9,0.9,0.885,0.885,4300
MPAA,20231013,7.73,7.74,7.51,7.55,69300
MPB,20231013,20.17,20.2,19.73,19.89,13300
MPWR,20231013,495.88,496.2,473.65,475.75,356700
MQ,20231013,5.74,5.74,5.59,5.63,1927700
MRAI,20231013,0.5754,0.5799,0.5474,0.556,26300
MRAM,20231013,10.42,10.45,9.85,10.12,87600
MRBK,20231013,9.833,9.833,9.805,9.83,900
MRCC,20231013,7.17,7.2,7.05,7.05,71300
MRCY,20231013,38.14,39.06,38.14,38.63,284900
MREO,20231013,1.29,1.31,1.24,1.29,448600
MRIN,20231013,0.4675,0.48,0.4207,0.4324,161900
MRKR,20231013,3.43,3.48,3.29,3.31,13400
MRM,20231013,5.55,5.78,5.55,5.78,2300
MRNA,20231013,100,100.59,97.56,98.3,3388300
MRND,20231013,21.3279,21.3279,21.3279,21.3279,100
MRNS,20231013,6.75,7.03,6.57,6.88,287400
MRSN,20231013,1.4,1.59,1.4,1.55,3059700
MRTN,20231013,19.46,19.655,19.275,19.32,133500
MRTX,20231013,56.18,56.39,55.1106,55.95,3618300
MRUS,20231013,21.18,21.54,20.8,21.1,445700
MRVI,20231013,8.15,8.21,7.75,7.77,2724800
MRVL,20231013,54.59,54.715,52.35,52.62,9177400
MSBI,20231013,21.16,21.16,20.44,20.48,38300
MSBIP,20231013,23.5,23.5,23.2,23.49,3500
MSEX,20231013,66.63,66.63,64.8,65.12,51200
MSFD,20231013,17.72,18.011,17.67,17.94,21500
MSFT,20231013,332.38,333.83,326.36,327.73,21085600
MSFU,20231013,33.58,33.75,32.69,32.92,41400
MSGM,20231013,3.53,3.63,3.4483,3.56,6400
MSS,20231013,5.36,5.7989,4.8,5.04,218000
MSSAW,20231013,0.0125,0.0125,0.009,0.009,80100
MSTR,20231013,327.62,327.62,314.25,318.22,397100
MTC,20231013,0.4899,0.5899,0.48,0.5899,19800
MTCH,20231013,37.11,37.17,35.22,35.54,5897100
MTEK,20231013,1.05,1.0936,0.96,1.0501,686200
MTEM,20231013,6.68,6.7,6.32,6.3816,7500
MTLS,20231013,5.18,5.18,4.96,5.03,195400
MTRX,20231013,11.85,12.21,11.69,12.07,211300
MTSI,20231013,83.28,83.64,79.4395,79.68,323600
MTTR,20231013,2.12,2.13,2.06,2.09,1660800
MU,20231013,69.87,70.06,69.09,69.21,10288500
MULN,20231013,0.4155,0.4199,0.387,0.3925,26324800
MVBF,20231013,22.21,22.34,21.8,21.95,17900
MVIS,20231013,2.08,2.1079,2.05,2.07,1004400
MVLA,20231013,0.4698,0.5699,0.4601,0.53,411100
MVST,20231013,1.73,1.73,1.61,1.63,2179700
MVSTW,20231013,0.1556,0.1796,0.155,0.155,48200
MXCT,20231013,2.9,2.95,2.85,2.91,462700
MXL,20231013,22.31,22.455,21.055,21.08,521700
MYFW,20231013,17.76,18.39,17.4,17.4,12000
MYGN,20231013,14.62,14.76,14.47,14.54,444000
MYMD,20231013,0.4421,0.465,0.42,0.4224,378900
MYNA,20231013,4.41,4.41,4.38,4.38,11100
MYNZ,20231013,2.31,2.55,2.28,2.32,33500
MYPS,20231013,2.92,2.94,2.84,2.86,233500
MYRG,20231013,131.92,132.955,128.63,129.98,123100
MYSZ,20231013,0.72,0.8199,0.72,0.721,21800
NA,20231013,1.2,1.3154,1.17,1.17,5800
NAAS,20231013,3.54,3.5403,3.35,3.5,857600
NAII,20231013,6.14,6.35,6.14,6.35,3300
NAMS,20231013,7.16,7.68,7.08,7.25,21800
NAMSW,20231013,1.4,1.4,1.4,1.4,500
NAOV,20231013,1.37,1.37,1.12,1.15,27900
NARI,20231013,54.59,56.1,54.185,55.22,819000
NATH,20231013,66.72,67.25,64.552,66.42,11200
NATR,20231013,16.53,16.79,16.24,16.3,78900
NAUT,20231013,2.88,2.9218,2.82,2.86,71600
NAVI,20231013,18,18.08,17.265,17.3,748300
NB,20231013,3.54,3.6,3.46,3.56,63100
NBIX,20231013,111.23,112.93,109.925,112.84,556100
NBN,20231013,44.6,44.6,43.01,43.24,21300
NBSE,20231013,0.7816,0.8017,0.73,0.7491,85800
NBSTW,20231013,0.116,0.116,0.0737,0.08,3900
NBTB,20231013,33.17,33.305,32.345,32.55,156300
NBTX,20231013,6.56,6.75,6.46,6.7,19500
NCACW,20231013,0.015,0.015,0.015,0.015,238400
NCMI,20231013,3.8,3.85,3.72,3.85,610400
NCNA,20231013,0.72,0.8102,0.65,0.6699,742200
NCNC,20231013,0.7665,0.7665,0.6708,0.6851,336900
NCNO,20231013,28.66,28.86,27.68,28,561500
NCPL,20231013,0.3697,0.4036,0.3697,0.39,64600
NCRA,20231013,1.49,1.49,1.35,1.43,11200
NCSM,20231013,15.35,15.35,14.99,15.06,1200
NCTY,20231013,4.05,4.33,4.01,4.14,11100
NDAQ,20231013,49.53,49.58,49.055,49.37,1542600
NDLS,20231013,2.19,2.24,2.17,2.22,341900
NDRA,20231013,1,1.04,1,1.04,10500
NDSN,20231013,228.48,228.48,221.62,222.6,177600
NECB,20231013,15.06,15.08,14.85,14.88,31000
NEGG,20231013,0.69,0.69,0.66,0.6786,331800
NEO,20231013,12.19,12.57,11.97,12.5,814400
NEOG,20231013,15.09,15.76,15.05,15.47,3221800
NEON,20231013,1.49,1.57,1.34,1.43,44200
NEOV,20231013,2.34,2.34,2.1,2.13,23500
NEOVW,20231013,0.4749,0.5696,0.4749,0.5696,300
NEPH,20231013,1.67,1.67,1.62,1.64,8800
NEPT,20231013,1.11,1.13,1.1,1.1,77700
NERV,20231013,5.9,6.0472,5.11,5.71,21500
NETDU,20231013,10.29,10.29,10.29,10.29,7200
NEWT,20231013,13.64,13.76,13.29,13.31,77300
NEWTI,20231013,24.48,24.5,24.3,24.5,1300
NEWTL,20231013,24.64,24.64,24.4343,24.4343,1200
NEXI,20231013,0.19,0.2238,0.19,0.1903,55800
NEXT,20231013,4.4,4.56,4.36,4.56,1007600
NFBK,20231013,9.35,9.37,9.0113,9.03,131700
NFE,20231013,33.93,34.1401,33.49,33.73,1227500
NFLX,20231013,355.64,358.93,352.05,355.68,6316300
NFTG,20231013,0.7391,1.03,0.72,0.965,3668000
NFTY,20231013,48.8214,48.8349,48.57,48.77,4800
NGM,20231013,1.02,1.16,1.01,1.14,552000
NGMS,20231013,26.59,26.64,25.71,25.835,492700
NHTC,20231013,5.4,5.5238,5.38,5.45,19900
NICE,20231013,163.44,163.61,158.4424,158.7,1114800
NICK,20231013,4.76,4.76,4.6734,4.69,4300
