<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
TCBPW,20231013,0.0073,0.01,0.0045,0.0074,30700
TCBS,20231013,12.805,12.805,12.8,12.8,6800
TCBX,20231013,16.73,17.1,16.13,16.52,13900
TCHI,20231013,17.1838,17.1838,17.1838,17.1838,100
TCJH,20231013,1.15,1.16,1.0302,1.16,24900
TCMD,20231013,11.11,11.299,10.84,11.15,413700
TCOM,20231013,33.38,33.72,32.98,33.04,2862400
TCON,20231013,0.2267,0.2267,0.159,0.192,13831200
TCPC,20231013,10.72,10.795,10.6,10.6,149100
TCRT,20231013,0.1031,0.114,0.103,0.1099,1740800
TCRX,20231013,3.45,3.5433,3.291,3.37,22800
TCX,20231013,20.17,20.42,19.62,20.19,30000
TDIV,20231013,57.06,57.06,56.05,56.14,49300
TDSA,20231013,20.545,20.545,20.545,20.545,100
TDSB,20231013,20.71,20.72,20.71,20.72,6200
TDSC,20231013,21.8,21.81,21.79,21.805,64600
TDSD,20231013,21.42,21.435,21.42,21.425,13800
TDSE,20231013,21.665,21.665,21.665,21.665,0
TDUP,20231013,3.05,3.125,2.97,3.04,414100
TEAM,20231013,186.56,190.5,186.2225,188.31,2320600
TECH,20231013,67.89,68.8,67.49,67.79,623900
TECTP,20231013,10.02,10.075,10.0001,10.0712,3200
TEDU,20231013,2.1052,2.1199,1.94,1.94,1300
TELA,20231013,6.2525,6.3495,6.03,6.2,249800
TENB,20231013,42.13,42.93,41.32,42.82,1659400
TENX,20231013,0.34,0.35,0.2723,0.315,624800
TER,20231013,99.5,99.54,95.28,95.6,1532700
TERN,20231013,5.15,5.4,5.11,5.3,355400
TFFP,20231013,0.355,0.355,0.3401,0.355,13600
TFIN,20231013,60.3,60.4,58.87,59.5,71100
TFSL,20231013,11.7,11.7,11.52,11.56,293700
TGAA,20231013,10.9,11.35,10.9,10.9299,24600
TGAN,20231013,2.17,2.19,2.11,2.16,28900
TGL,20231013,0.251,0.263,0.2111,0.229,4044600
TGTX,20231013,6.95,7,6.53,6.69,4883700
TGVC,20231013,10.95,10.95,10.89,10.9,900
TH,20231013,15.4,15.47,14.75,14.94,642200
THAR,20231013,0.18,0.1869,0.18,0.1822,236500
THCH,20231013,1.81,1.82,1.7,1.8,83000
THCPU,20231013,10.31,10.31,10.31,10.31,500
THFF,20231013,34.74,34.74,33,33.08,20500
THMO,20231013,1.14,1.19,1.14,1.14,12200
THRD,20231013,6.48,6.975,6.41,6.74,34400
THRM,20231013,54.27,54.53,53.415,53.5,129100
THRN,20231013,10.19,10.2,10.19,10.19,84600
THRX,20231013,2.35,2.42,2.2987,2.35,52700
THRY,20231013,19.09,19.09,18.37,18.41,108600
THTX,20231013,1.69,1.88,1.6,1.76,386400
THWWW,20231013,4.57,4.57,4.26,4.27,6500
TIGO,20231013,15.35,15.35,15.15,15.21,40600
TIGR,20231013,5.09,5.13,5.02,5.08,695200
TIL,20231013,0.37,0.3879,0.3581,0.369,1037700
TILE,20231013,9.38,9.6097,9.15,9.27,164400
TIO,20231013,0.89,0.9065,0.8798,0.9008,745600
TIPT,20231013,16.02,16.1,15.715,15.75,22900
TIRX,20231013,0.85,1.2,0.84,1.01,611300
TITN,20231013,25.38,25.935,25.18,25.61,188100
TIVC,20231013,1.71,1.71,1.52,1.54,26300
TKLF,20231013,1.03,1.06,0.9611,0.99,236800
TKNO,20231013,2.07,2.07,1.9,1.98,34600
TLF,20231013,4.28,4.3834,4.28,4.3834,800
TLIS,20231013,5.46,5.4859,5.3001,5.3001,1100
TLRY,20231013,1.97,2.0398,1.95,2.01,11275800
TLS,20231013,2.32,2.39,2.2575,2.37,281100
TLSA,20231013,0.7927,0.86,0.77,0.8,562900
TLSI,20231013,5.39,5.575,4.9,4.9,49200
TLSIW,20231013,0.33,0.3301,0.33,0.3301,5200
TLT,20231013,87.6,87.83,87.17,87.61,44203000
TMC,20231013,0.9106,0.94,0.871,0.8768,569900
TMCI,20231013,9.86,10.195,9.56,10.11,1008400
TMCWW,20231013,0.093,0.0963,0.093,0.0963,9600
TMDX,20231013,43.62,44.2172,41.4,42.75,1228300
TMET,20231013,24.5702,24.5702,24.5702,24.5702,0
TMPO,20231013,0.15,0.185,0.148,0.1526,1021600
TMPOW,20231013,0.01,0.01,0.0068,0.0068,68400
TMUS,20231013,141.74,142.42,140.52,141.67,3181300
TNDM,20231013,16.4,17.78,16.03,17.54,2875900
TNGX,20231013,7.89,7.98,5.15,7.69,14823600
TNON,20231013,0.167,0.1679,0.1568,0.164,772300
TNXP,20231013,0.5997,0.6,0.5678,0.5838,154800
TNYA,20231013,2.27,2.32,2.2,2.29,200200
TOI,20231013,1.54,1.62,1.4801,1.55,120500
TOMZ,20231013,0.9256,0.97,0.9006,0.95,6900
TOP,20231013,4.74,4.8927,4.63,4.84,1864900
TOPS,20231013,7.39,8.15,7.2,8.1,60400
TORO,20231013,4.44,4.65,4.36,4.52,48200
TOUR,20231013,1.05,1.08,1.03,1.05,24800
TOWN,20231013,23.02,23.18,22.45,22.5,224100
TPCS,20231013,7.25,7.29,7.11,7.11,3800
TPG,20231013,30.34,30.34,29.52,30.2,330100
TPIC,20231013,2.51,2.52,2.35,2.415,1295500
TPST,20231013,3.82,5.72,3.36,3.64,36240100
TQQQ,20231013,39.09,39.2795,36.9741,37.41,130093700
TRDA,20231013,13,13.505,12.69,13.1,47600
TREE,20231013,12.59,12.68,11.74,11.88,332100
TRHC,20231013,10.42,10.43,10.4,10.4,184300
TRIB,20231013,0.52,0.6137,0.52,0.524,58400
TRIN,20231013,14.17,14.3,13.8158,13.88,326200
TRINL,20231013,25.25,25.25,25.25,25.25,2100
TRIP,20231013,15.7,15.83,15.57,15.74,1461200
TRKA,20231013,1.13,1.1996,1.1,1.145,121300
TRKAW,20231013,0.026,0.026,0.0259,0.026,1200
TRMB,20231013,50.28,50.51,49.71,49.91,981200
TRMD,20231013,28.4,29.02,28.32,28.695,407900
TRMK,20231013,21.67,21.705,20.88,20.9,168300
TRMR,20231013,3.43,3.46,3.36,3.39,48800
TRNR,20231013,1.23,1.33,1.1,1.1,63600
TRNS,20231013,93.89,95.55,92.8981,95.5,51900
TRONW,20231013,0.1,0.1,0.1,0.1,200
TROO,20231013,4.33,4.36,4.05,4.36,2000
TROW,20231013,103.38,103.39,100.2,100.65,1371800
TRS,20231013,24.46,24.46,24.07,24.11,100900
TRST,20231013,27.27,27.27,26.35,26.37,52500
TRUE,20231013,2.07,2.07,1.99,2.02,93800
TRUP,20231013,25.87,26.0471,25.39,25.425,269600
TRVG,20231013,1.05,1.08,0.9988,1.08,319900
TRVI,20231013,1.99,2.05,1.96,2.03,282500
TRVN,20231013,0.572,0.605,0.5544,0.56,107900
TSAT,20231013,12.28,12.34,10.95,11.78,282900
TSBK,20231013,27.62,27.66,27.31,27.66,13600
TSBX,20231013,3.285,3.285,3.05,3.05,56100
TSCO,20231013,194.47,201.385,194.47,200.74,1650200
TSDD,20231013,19.9,20.5703,19.9,20.5703,2100
TSEM,20231013,22.5,22.515,21.74,21.98,753600
TSHA,20231013,2.24,2.37,2.21,2.26,2056800
TSL,20231013,18.78,18.78,17.9701,18.07,50300
TSLA,20231013,258.9,259.6,250.22,251.12,102296700
TSLL,20231013,16.21,16.2689,15.3842,15.46,13166600
TSLQ,20231013,31.34,32.4,31.27,32.29,2297300
TSLR,20231013,29.28,29.39,27.65,27.7352,39800
TSLS,20231013,18.8,19.43,18.76,19.36,750000
TSP,20231013,1.16,1.18,1.05,1.06,1069900
TSRI,20231013,8.4654,8.4654,8.4654,8.4654,400
TSVT,20231013,4.28,4.45,4.23,4.42,685200
TTD,20231013,85.06,85.26,79.87,80.24,5066400
TTEC,20231013,23.2,23.31,22.435,22.51,177400
TTEK,20231013,163.46,164.035,158.05,158.43,304400
TTGT,20231013,27.05,27.18,26.36,26.54,242200
TTMI,20231013,12.67,12.69,12.375,12.46,334200
TTNP,20231013,0.44,0.4919,0.4325,0.46,21300
TTOO,20231013,10.32,10.46,6.81,8.2,2485400
TTSH,20231013,5.3063,5.3063,4.977,5.1,16500
TTWO,20231013,141.62,143.07,141.31,142.83,800100
TUG,20231013,27.25,27.25,27.05,27.12,8600
TUGN,20231013,21.65,21.65,21.5,21.5,4700
TUR,20231013,37.54,37.76,37.22,37.35,106400
TURB,20231013,1.64,1.75,1.6,1.65,60400
TURN,20231013,4.11,4.1339,4.03,4.03,11400
TUSK,20231013,4.54,4.54,4.335,4.38,38100
TVTX,20231013,6.99,7.12,6.655,7.1,1586100
TW,20231013,83.32,84.35,83,83.17,970400
TWEB,20231013,16.95,16.95,16.8001,16.86,1600
TWIN,20231013,13.4,13.6653,13.1001,13.31,14900
TWKS,20231013,3.8,3.96,3.73,3.87,798600
TWLV,20231013,10.43,10.43,10.43,10.43,100
TWNK,20231013,33.21,33.21,33.12,33.18,1185300
TWOU,20231013,2.2,2.2094,2.04,2.06,853600
TWST,20231013,17.41,17.6899,16.78,16.98,709000
TXG,20231013,38.82,38.835,37.995,38.51,470100
TXMD,20231013,2.74,2.74,2.4701,2.54,7800
TXN,20231013,155.32,155.48,152.195,152.75,4319200
TXRH,20231013,91.3,92.74,91.1,92.24,579000
TYGO,20231013,4.26,4.31,3.95,4.01,43900
TYRA,20231013,13.83,14.19,13.01,14.14,134200
TZOO,20231013,5.21,5.48,4.9301,5.15,71000
UAE,20231013,14.4,14.41,14.23,14.28,39500
UAL,20231013,39.47,39.833,38.55,38.72,8262200
UBCP,20231013,10.31,10.31,10.31,10.31,500
UBFO,20231013,7.25,7.323,7.048,7.1,2200
UBND,20231013,20.55,21.92,20.53,20.53,185000
UBSI,20231013,27.25,27.91,26.41,26.42,472100
UBX,20231013,1.69,1.7703,1.66,1.75,42800
UCAR,20231013,3.45,3.5799,3.13,3.3,82900
UCBI,20231013,25.66,25.66,24.88,24.92,384200
UCBIO,20231013,22.1,22.3799,21.99,21.99,10500
UCL,20231013,1.95,2,1.95,2,2100
UCRD,20231013,19.66,19.66,19.66,19.66,100
UCTT,20231013,28.05,28.09,26.51,26.55,419900
UCYB,20231013,29.55,29.55,29.4481,29.4481,300
UDMY,20231013,9.69,9.69,9.465,9.52,360000
UEIC,20231013,7.84,7.87,7.7,7.81,60000
UEVM,20231013,41.1,41.1,41.1,41.1,100
UFCS,20231013,18.73,19.32,18.73,19.3,95000
UFIV,20231013,47.67,47.67,47.67,47.67,300
UFO,20231013,15.98,16.1212,15.91,15.95,7000
UFPI,20231013,98.19,98.81,96.7201,97.8,363000
UFPT,20231013,154.22,154.6,150,152.99,51300
UG,20231013,6.67,6.7499,6.6,6.6,4200
UGRO,20231013,1.21,1.23,1.17,1.17,7300
UHG,20231013,6.18,6.18,5.5,5.74,7600
UHGWW,20231013,0.7013,0.8,0.6862,0.7799,2500
UITB,20231013,44.35,44.35,44.1706,44.2618,447400
UIVM,20231013,41.68,41.68,41.65,41.65,200
UK,20231013,0.3028,0.3375,0.29,0.3375,103900
UKOMW,20231013,0.0202,0.0299,0.0165,0.0249,46000
ULBI,20231013,10.46,10.99,10.3356,10.67,224900
ULCC,20231013,4.65,4.68,4.27,4.47,3497900
ULH,20231013,24.93,24.93,24.08,24.22,19500
ULTA,20231013,383,386.7699,379.29,379.43,539100
ULVM,20231013,61.12,61.12,61.12,61.12,200
UMBF,20231013,62.75,63.21,61.38,61.79,276900
UMMA,20231013,20.42,20.42,20.17,20.23,3700
UNB,20231013,25.79,25.8,24.995,25.41,6500
UNCY,20231013,0.8588,0.8588,0.794,0.858,25900
UNIT,20231013,4.84,4.88,4.511,4.54,1465300
UNIY,20231013,46.76,46.76,46.725,46.725,500
UNTY,20231013,23.88,23.88,23.55,23.74,37000
UONE,20231013,5.33,5.44,5.33,5.39,14200
UONEK,20231013,5.31,5.48,5.31,5.38,12100
UPBD,20231013,28.55,29.05,28.55,28.76,335700
UPC,20231013,1.01,1.1874,0.981,1.08,123600
UPGR,20231013,19.2273,19.2273,19.2273,19.2273,100
UPLD,20231013,4.44,4.45,4.12,4.12,212900
UPST,20231013,27.8,28.15,26.51,27.13,2882100
UPWD,20231013,52.4372,52.4372,52.4372,52.4372,100
UPWK,20231013,11.19,11.29,10.92,11.12,1098500
UPXI,20231013,1.81,1.828,1.65,1.65,21900
URBN,20231013,31.93,32.1,31.29,31.61,1137500
URGN,20231013,13.02,13.225,12.82,13.1,148400
URNJ,20231013,21.75,22.08,21.5,21.9,75100
UROY,20231013,2.74,2.77,2.67,2.71,1245400
USAP,20231013,11.75,11.95,11.38,11.42,28900
USAU,20231013,3.13,3.49,3.1001,3.4,92000
USBF,20231013,80.1574,80.1574,80.1574,80.1574,100
USCB,20231013,11.34,12.18,10.9001,11.8,19000
USCL,20231013,51.3007,51.3007,51.3007,51.3007,100
USEA,20231013,2.41,2.422,2.261,2.38,88100
USEG,20231013,1.38,1.44,1.35,1.39,104700
USFI,20231013,23.335,23.335,23.335,23.335,0
USGO,20231013,7.91,8.045,7.6,7.798,8600
USGOW,20231013,2,2,1.94,1.97,1800
USIG,20231013,47.89,47.9101,47.73,47.81,612400
USIO,20231013,1.97,2.04,1.97,2.03,26300
USLM,20231013,213.42,213.42,208.04,208.04,3600
USMC,20231013,43.68,43.68,43.12,43.2,38800
USOI,20231013,81.99,82.82,81.5248,82.82,36600
USTB,20231013,48.69,48.69,48.54,48.61,298500
USVM,20231013,63.92,63.92,63.14,63.2072,2100
USVN,20231013,46.775,46.775,46.775,46.775,100
USXF,20231013,35.5,35.5,34.907,35.03,43700
UTEN,20231013,42.69,42.69,42.5773,42.65,37300
UTHR,20231013,232.99,234.04,229.97,233.16,167000
UTHY,20231013,42.23,42.23,42.14,42.2143,600
UTMD,20231013,84.3,85.96,83.25,83.25,7200
UTRE,20231013,48.5388,48.5388,48.52,48.52,200
UTRS,20231013,3,3.2901,3,3.05,32100
UTSI,20231013,3.26,3.42,3.26,3.31,1500
UTWO,20231013,47.85,47.8612,47.83,47.85,24700
UTWY,20231013,43.43,43.43,43.43,43.43,100
UVSP,20231013,17.04,17.27,16.63,16.73,81300
UXIN,20231013,1.48,1.52,1.47,1.51,36800
VABK,20231013,25.885,26.53,25.885,26,10100
VACC,20231013,3.72,3.72,3.45,3.47,32900
VALN,20231013,11.48,11.7,11.35,11.35,2800
VALU,20231013,32.9,34.65,32.9,33.35,1200
VANI,20231013,1.02,1.02,1,1,20200
VAXX,20231013,0.94,1.008,0.935,0.9652,105300
VBIV,20231013,0.5422,0.58,0.5422,0.56,122700
VBLT,20231013,0.1869,0.1878,0.1526,0.171,2009500
VBNK,20231013,7.7169,7.7169,7.5,7.5,1900
VBTX,20231013,18.94,18.98,18.04,18.14,222300
VC,20231013,134.95,136.8,130.37,130.76,152700
VCEL,20231013,30.71,31.64,30.18,31.56,270900
VCIG,20231013,3.56,3.56,3.3,3.42,47700
VCIT,20231013,75.75,75.82,75.53,75.61,4046300
VCLT,20231013,71.1,71.23,70.67,70.92,5513000
VCNX,20231013,1.02,1.08,0.97,1.05,416100
VCSA,20231013,9.58,9.77,9.25,9.32,8900
VCSH,20231013,75.07,75.095,74.965,75,4110300
VCTR,20231013,30.95,31.15,30.65,30.74,176500
VCXA,20231013,10.625,10.625,10.625,10.625,500
VCXAW,20231013,0.0788,0.0798,0.055,0.055,800
VCYT,20231013,21.08,21.36,20.76,21.28,400200
VECO,20231013,28.5,28.66,27.515,27.56,535300
VEEE,20231013,1.31,1.3839,1.3,1.3,12200
VEON,20231013,17.28,17.28,15.89,15.97,259900
VERA,20231013,10.7,10.765,10.19,10.64,342600
VERB,20231013,0.6111,0.63,0.5684,0.5873,319000
VERBW,20231013,0.014,0.014,0.014,0.014,700
VERI,20231013,2.29,2.36,2.28,2.33,124600
VERO,20231013,2.22,2.22,2.1101,2.13,5600
VERU,20231013,0.844,0.87,0.8301,0.85,396700
VERV,20231013,11.62,11.805,11.29,11.7,514700
VERX,20231013,23.52,23.67,23.1,23.43,206800
VERY,20231013,10.9486,10.9486,10.9476,10.9476,700
VEV,20231013,0.86,0.92,0.86,0.9153,58300
VFF,20231013,0.76,0.78,0.751,0.7686,103300
VFLO,20231013,25.9,25.9003,25.79,25.83,5000
VFS,20231013,7.84,8.44,7.78,7.98,4148000
VFSWW,20231013,2.03,2.12,1.7701,1.83,114900
VGAS,20231013,3.27,3.27,3,3,8800
VGASW,20231013,0.1401,0.16,0.1311,0.15,31000
VGIT,20231013,57.05,57.06,56.94,57,2770600
VGLT,20231013,54.89,54.99,54.625,54.86,1466500
VGSH,20231013,57.57,57.57,57.53,57.54,1576200
VIA,20231013,7.04,7.16,6.425,6.425,16800
VIASP,20231013,17.04,17.15,16.75,16.91,6700
VIAV,20231013,8.08,8.16,7.855,7.89,1313500
VICR,20231013,56.29,56.63,51.96,53.44,449200
VIEW,20231013,4.3,4.59,3.9,3.92,54900
VIEWW,20231013,0.01,0.01,0.0076,0.01,15000
VIGI,20231013,72.35,72.46,71.7601,71.92,472700
VIGL,20231013,5.52,5.94,5.3,5.84,27200
VIIAU,20231013,10.68,10.69,10.68,10.69,1000
VIIAW,20231013,0.07,0.0891,0.07,0.0891,1400
VINC,20231013,0.98,1,0.9599,0.97,14500
VINO,20231013,0.92,0.9522,0.85,0.9,293400
VINP,20231013,10.6,10.735,10.1,10.21,41300
VIOT,20231013,0.91,0.999,0.91,0.9401,77900
VIR,20231013,8.33,8.54,8.21,8.37,1162400
VIRC,20231013,7.43,7.5,6.58,6.61,132600
VIRI,20231013,0.78,0.814,0.765,0.795,56100
VIRT,20231013,17.89,18.06,17.7954,18.01,727600
VIRX,20231013,0.7292,0.746,0.7014,0.71,33100
VISL,20231013,3.41,3.54,3.35,3.4917,9900
VITL,20231013,10.85,10.9499,10.7001,10.76,247100
VIVK,20231013,0.98,0.98,0.6208,0.7749,33000
VJET,20231013,1.32,1.32,1.1201,1.1201,18500
VKTX,20231013,11.16,11.28,10.69,10.95,2601400
VLCN,20231013,0.3762,0.4377,0.35,0.3802,368300
VLGEA,20231013,24.1,24.1,23.91,23.93,16400
VLY,20231013,8.41,8.42,8.06,8.12,2524900
VLYPO,20231013,22.21,22.6856,21.55,21.75,6500
VLYPP,20231013,18.11,18.51,17.83,18.03,18000
VMAR,20231013,2.39,2.56,2.3035,2.5,26300
VMBS,20231013,43.4,43.46,43.325,43.37,1431700
VMD,20231013,6.52,6.52,6.24,6.37,75600
VMEO,20231013,3.43,3.46,3.25,3.3,740400
VNDA,20231013,4.37,4.37,4.195,4.25,714100
VNET,20231013,2.66,2.83,2.65,2.74,1379800
VNOM,20231013,28.86,29.47,28.7147,29.21,539500
VNQI,20231013,38.5,38.52,38.14,38.23,150100
VOD,20231013,9.53,9.5899,9.43,9.44,3691600
VONE,20231013,197.65,198.12,195.29,196,88100
VONG,20231013,70.92,71.09,69.786,70.06,561200
VONV,20231013,66.15,66.42,65.684,65.94,532400
VOR,20231013,2.4,2.44,2.25,2.4,65800
VOXR,20231013,2,2.06,1.98,2.02,41300
VOXX,20231013,9.43,9.565,9.09,9.27,69400
VPN,20231013,12.92,12.92,12.7609,12.82,8800
VR,20231013,21.66,21.66,21.66,21.66,200
VRA,20231013,6.75,6.76,6.57,6.61,144200
VRAR,20231013,1.23,1.29,1.23,1.24,15000
VRAX,20231013,0.2982,0.3093,0.2901,0.296,81400
VRCA,20231013,3.7,3.7,3.58,3.65,103600
VRDN,20231013,12.19,12.41,11.82,12.34,1087500
VREX,20231013,18.58,18.64,18.35,18.63,166400
VRIG,20231013,25.01,25.01,25,25.005,127500
VRM,20231013,1.02,1.04,0.941,0.9803,3980900
VRME,20231013,1.13,1.16,1.1,1.1,13500
VRMEW,20231013,0.0886,0.0886,0.077,0.077,4100
VRNA,20231013,13.62,13.62,13.04,13.41,463400
VRNS,20231013,31.09,31.09,30.07,30.58,1179000
VRNT,20231013,21.11,21.405,20.365,20.58,464800
VRPX,20231013,0.81,0.8472,0.7725,0.8202,92500
VRRM,20231013,19.7,19.8499,19.545,19.67,1094900
VRSK,20231013,246.85,249,246.785,247.6,1179300
VRSN,20231013,208.83,209.41,206.04,207.47,475000
VRTS,20231013,187.5,187.5,179.13,181.64,41700
VRTX,20231013,368.57,372.78,367.18,371,1360600
VS,20231013,0.437,0.5591,0.217,0.2339,78307300
VSAC,20231013,11.05,11.07,11.03,11.07,3700
VSACW,20231013,0.0256,0.0256,0.0256,0.0256,100
VSAT,20231013,17.01,19.39,17.01,18.36,3737800
VSDA,20231013,42.89,42.89,42.5876,42.73,22100
VSEC,20231013,54.57,54.61,53.25,53.74,34900
VSME,20231013,1,1.08,0.94,1.04,567900
VSMV,20231013,39.94,39.94,39.67,39.8,1800
VSTA,20231013,4,4.1499,3.91,3.96,3000
VSTM,20231013,7.59,8.07,7.36,7.91,108300
VTC,20231013,72.13,72.21,71.9964,72.05,21800
VTGN,20231013,3.39,3.62,3.32,3.44,323800
VTHR,20231013,193.73,193.73,191,191.52,24400
VTIP,20231013,47.14,47.15,47.0901,47.11,1012200
VTNR,20231013,4.5,4.85,4.4814,4.69,2995300
VTRS,20231013,9.44,9.48,9.27,9.33,6099000
VTRU,20231013,15.51,15.51,15.0201,15.0301,2000
VTSI,20231013,4.96,4.96,4.73,4.83,63300
VTVT,20231013,0.4703,0.48,0.45,0.4661,14800
VTWG,20231013,158.71,158.71,156,156.71,17400
VTWO,20231013,69.7,69.82,68.63,68.85,1814100
VTWV,20231013,116.9,117.01,115.16,115.46,13700
VTYX,20231013,19.25,19.34,18.3,18.45,1038800
VUZI,20231013,3.31,3.31,3.15,3.16,536900
VVOS,20231013,0.2935,0.328,0.2902,0.3226,573700
VVPR,20231013,1.69,1.8429,1.661,1.74,18200
VWE,20231013,0.7,0.7316,0.66,0.71,86100
VWOB,20231013,58.5,58.65,58.225,58.32,227100
VXRT,20231013,0.67,0.6924,0.65,0.665,928100
VXUS,20231013,53.38,53.52,52.95,53.09,2034800
VYGR,20231013,7.3,7.49,7.18,7.39,148000
VYMI,20231013,61.71,61.91,61.3021,61.42,271300
VYNE,20231013,2.88,2.88,2.7001,2.75,19900
WABC,20231013,44.6,44.6,43.32,43.36,56800
WABF,20231013,24.43,24.43,24.33,24.35,4800
WAFD,20231013,26.62,26.62,25.16,25.2,340100
WAFDP,20231013,12.91,13.07,12.81,12.95,42800
WAFU,20231013,2.11,2.18,1.95,2.1499,86900
WALD,20231013,9.24,9.58,8.9,9.25,159100
WASH,20231013,26.74,26.74,25.6814,25.7,60300
WATT,20231013,1.87,1.87,1.74,1.76,20800
WAVD,20231013,0.2968,0.34,0.293,0.314,590500
WAVE,20231013,2.94,2.94,2.7,2.7,7600
WAVS,20231013,10.948,11,10.948,11,700
WB,20231013,12.5,12.5,12.185,12.26,482100
WBA,20231013,24.12,24.63,23.05,23.25,20981600
WBD,20231013,10.29,10.45,10.15,10.37,15410900
WBND,20231013,19.26,19.26,19.1801,19.19,6000
WCBR,20231013,20.52,20.52,20.14,20.3,7300
WCLD,20231013,29.47,29.47,28.61,28.78,225600
WDAY,20231013,216.77,217.86,213.94,214.89,1206400
WDC,20231013,46.07,46.65,45.59,45.7,3111400
WDFC,20231013,199.76,201.68,198.17,201.1,48300
WEN,20231013,18.33,18.7,18.19,18.59,3006400
WERN,20231013,39.2,39.43,38.63,38.66,369700
WEST,20231013,8.17,8.3051,8.02,8.22,173000
WESTW,20231013,1.63,1.63,1.54,1.55,2900
WETG,20231013,12.75,13.44,12.6218,12.88,162200
WEYS,20231013,26.64,27.1181,26.42,26.62,7500
WFCF,20231013,13.5,13.6,13.4,13.6,2700
WFRD,20231013,95.16,96.195,94.38,95.58,945300
WGMI,20231013,8.72,8.8,8.51,8.52,66400
WGRO,20231013,20.39,20.39,20.39,20.39,100
WGS,20231013,3.32,3.37,3.19,3.23,30700
WGSWW,20231013,0.0218,0.0303,0.0142,0.0303,66500
WHF,20231013,12.73,12.73,12.51,12.55,16600
WHFCL,20231013,24.85,24.9999,24.8401,24.9999,2700
WHLM,20231013,4.35,4.35,3.95,4.11,8700
WHLR,20231013,0.95,1.08,0.9265,0.9901,442600
WHLRD,20231013,11.88,12,11.62,11.62,13000
WHLRP,20231013,1.39,1.42,1.35,1.42,2500
WILC,20231013,8.81,8.861,8.81,8.861,400
WIMI,20231013,0.62,0.69,0.62,0.6802,199400
WINA,20231013,392.53,397.59,390.795,393.7,16300
WINC,20231013,23.2005,23.21,23.2005,23.21,900
WING,20231013,173.99,176.73,173.5,175.35,346400
WINT,20231013,1.32,1.35,1.2101,1.25,117200
WIRE,20231013,187.54,188.87,176.78,178.21,353800
WISA,20231013,0.425,0.425,0.41,0.4147,134000
WISH,20231013,4.44,4.53,4.26,4.26,289800
WIX,20231013,84.13,84.625,82.87,83.07,364600
WIZ,20231013,27.175,27.175,27.175,27.175,100
WKEY,20231013,1.47,1.56,1.47,1.56,1800
WKHS,20231013,0.4594,0.4594,0.4311,0.4382,2979100
WKME,20231013,8.68,8.73,8.45,8.52,50800
WKSP,20231013,1.7,1.7497,1.69,1.69,38600
WKSPW,20231013,0.3,0.3,0.29,0.29,1000
WLDN,20231013,20.03,20.58,19.41,19.59,32600
WLDS,20231013,0.6984,0.7418,0.64,0.65,44000
WLDSW,20231013,0.09,0.09,0.07,0.0799,6200
WLFC,20231013,42.38,42.38,41.74,42,2400
WLGS,20231013,0.8115,0.8235,0.775,0.8,14600
WMG,20231013,32.35,32.97,32.35,32.38,1150900
WMPN,20231013,12.32,12.32,12.14,12.22,34900
WNDY,20231013,12.3,12.3,12.19,12.19,300
WNEB,20231013,7.2,7.2,6.914,6.97,85200
WNW,20231013,0.099,0.099,0.0922,0.0964,958000
WOOD,20231013,74.12,74.12,73.19,73.58,3300
WOOF,20231013,3.29,3.3301,3.15,3.16,5819400
WORX,20231013,2.04,2.2497,1.98,2.08,120600
WPRT,20231013,5.3,5.49,5.25,5.38,25400
WRAP,20231013,1.37,1.47,1.37,1.4,128800
WRLD,20231013,124.6,124.685,121.54,123.79,36500
WRND,20231013,24.141,24.141,24.04,24.091,1000
WRNT,20231013,0.6,0.65,0.6,0.6294,30700
WSBC,20231013,24.87,25.02,24.21,24.3,111900
WSBCP,20231013,22.83,22.915,22.41,22.7,3000
WSBF,20231013,10.68,10.68,10.49,10.54,44100
WSC,20231013,42.8,42.97,41.89,41.94,1004600
WSFS,20231013,36.8,36.8,35.28,35.28,176000
WTBA,20231013,15.84,16.0099,15.571,15.72,12800
WTER,20231013,0.29,0.29,0.2631,0.2726,172000
WTFC,20231013,75.58,75.58,73.54,73.58,577000
WTFCM,20231013,21.57,21.86,21.17,21.21,16300
WTFCP,20231013,23.35,23.3662,23.0491,23.34,18700
WTMA,20231013,10.68,10.68,10.67,10.67,8400
WTMAR,20231013,0.11,0.11,0.1,0.11,1300
WTO,20231013,0.2625,0.339,0.26,0.315,3168900
WTW,20231013,211.24,213.61,210.31,213.24,579700
WULF,20231013,1.02,1.06,1,1.02,2496100
WVE,20231013,5.43,5.61,5.26,5.55,321600
WVVI,20231013,5.64,5.64,5.55,5.55,3100
WVVIP,20231013,4.49,4.5,4.4,4.4999,3700
WW,20231013,11.32,11.91,10.88,10.995,3474200
WWAC,20231013,10.78,11,10.75,10.84,3000
WWD,20231013,130.44,130.44,126.96,127.41,166700
WYNN,20231013,93.15,93.22,90.09,90.28,1500900
XAIR,20231013,2.26,2.29,2.185,2.24,120000
XBIL,20231013,50.02,50.02,50.01,50.015,158900
XBIO,20231013,4.259,4.259,4.0351,4.2376,1800
XBIT,20231013,3.95,3.98,3.91,3.93,3300
XCUR,20231013,0.74,0.745,0.6701,0.745,21500
XDNA,20231013,6.82,7.01,6.82,7.01,1400
XEL,20231013,58.51,59.35,58.32,58.86,3732800
XELA,20231013,3.66,3.72,3.28,3.34,240200
