Symbol,Name,Country,IPO Year,Volume,Sector,Industry
VXRT,Vaxart Inc Common Stock,United States,,5450092,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VYGR,Voyager Therapeutics Inc. Common Stock,United States,2015,164452,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VYNE,VYNE Therapeutics Inc. Common Stock,United States,2018,212740,Health Care,Biotechnology: Pharmaceutical Preparations
WABC,Westamerica Bancorporation Common Stock,United States,,135027,Finance,Major Banks
WAFD,WaFd Inc. Common Stock,United States,,357837,Finance,Major Banks
WAFDP,WaFd Inc. Depositary Shares,United States,,25503,Finance,Major Banks
WAFU,Wah Fu Education Group Limited Ordinary Shares,China,2019,14295,Real Estate,Other Consumer Services
WAI,Top KingWin Ltd Class A Ordinary Shares,China,2023,109353,Consumer Discretionary,Business Services
WALD,Waldencast plc Class A Ordinary Share,United States,2021,65108,Consumer Discretionary,Package Goods/Cosmetics
WASH,Washington Trust Bancorp Inc. Common Stock,United States,,137356,Finance,Major Banks
WATT,Energous Corporation Common Stock,United States,2014,264546,Technology,Radio And Television Broadcasting And Communications Equipment
WAVE,Eco Wave Power Global AB (publ) American Depositary Shares,Israel,2021,25617,Utilities,Electric Utilities: Central
WAY,Waystar Holding Corp. Common Stock,United States,2024,1269198,Technology,EDP Services
WB,Weibo Corporation American Depositary Share,China,2014,457374,Technology,Computer Software: Programming Data Processing
WBA,Walgreens Boots Alliance Inc. Common Stock,United States,,7737403,Consumer Staples,Retail-Drug Stores and Proprietary Stores
WBD,Warner Bros. Discovery Inc. Series A Common Stock ,United States,,37596749,Telecommunications,Cable & Other Pay Television Services
WBTN,WEBTOON Entertainment Inc. Common stock,United States,2024,234105,Consumer Discretionary,Publishing
WCT,Wellchange Holdings Company Limited Ordinary shares,Hong Kong,2024,402220,Technology,Computer Software: Prepackaged Software
WDAY,Workday Inc. Class A Common Stock,United States,,898523,Technology,EDP Services
WDC,Western Digital Corporation Common Stock,United States,,5916486,Technology,Electronic Components
WDFC,WD-40 Company Common Stock,United States,1973,76054,Industrials,Major Chemicals
WEN,Wendy's Company (The) Common Stock,United States,,3005236,Consumer Discretionary,Restaurants
WERN,Werner Enterprises Inc. Common Stock,United States,1986,1073519,Industrials,Trucking Freight/Courier Services
WEST,Westrock Coffee Company Common Stock,United States,,156969,Consumer Staples,Beverages (Production/Distribution)
WETH,Wetouch Technology Inc. Common Stock,China,,1045705,Technology,Computer peripheral equipment
WETO,Webus International Limited Ordinary Shares,China,2025,24803,Industrials,Other Transportation
WEYS,Weyco Group Inc. Common Stock,United States,,14535,Consumer Staples,Apparel
WFCF,Where Food Comes From Inc. Common Stock,United States,,528,Technology,Computer Software: Prepackaged Software
WFF,WF Holding Limited Ordinary Shares,Malaysia,2025,90481,Consumer Discretionary,Miscellaneous manufacturing industries
WFRD,Weatherford International plc Ordinary Shares,United States,,1662710,Industrials,Metal Fabrications
WGRX,Wellgistics Health Inc. Common Stock,United States,2025,32677,Health Care,Other Pharmaceuticals
WGS,GeneDx Holdings Corp. Class A Common Stock,United States,2020,1377119,Technology,Retail: Computer Software & Peripheral Equipment
WGSWW,GeneDx Holdings Corp. Warrant,United States,2020,52048,Technology,Retail: Computer Software & Peripheral Equipment
WHF,WhiteHorse Finance Inc. Common Stock,United States,,48681,Finance,Finance Companies
WHFCL,WhiteHorse Finance Inc. 7.875% Notes due 2028,United States,,10004,,
WHLR,Wheeler Real Estate Investment Trust Inc. Common Stock,United States,2012,610575,Real Estate,Real Estate Investment Trusts
WHLRD,Wheeler Real Estate Investment Trust Inc. Series D Cumulative Preferred Stock,United States,,1540,Real Estate,Real Estate Investment Trusts
WHLRL,Wheeler Real Estate Investment Trust Inc. 7.00% Senior Subordinated Convertible Notes Due 2031,United States,,1,Real Estate,Real Estate Investment Trusts
WHLRP,Wheeler Real Estate Investment Trust Inc. Class B Preferred Stock,United States,,109,Real Estate,Real Estate Investment Trusts
WHWK,Whitehawk Therapeutics Inc. Common Stock,United States,,69641,Health Care,Biotechnology: Pharmaceutical Preparations
WILC,G. Willi-Food International  Ltd. Ordinary Shares,Israel,,5208,Consumer Discretionary,Food Distributors
WIMI,WiMi Hologram Cloud Inc. Class B Ordinary Shares,China,2020,392859,Technology,Computer Software: Prepackaged Software
WINA,Winmark Corporation Common Stock,United States,,20466,Consumer Discretionary,Other Specialty Stores
WING,Wingstop Inc. Common Stock,United States,2015,840141,Consumer Discretionary,Restaurants
WINT,Windtree Therapeutics Inc. Common Stock,United States,,119527,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
WIX,Wix.com Ltd. Ordinary Shares,Israel,2013,595140,Technology,Computer Software: Programming Data Processing
WKEY,WISeKey International Holding Ltd American Depositary Shares,Switzerland,,64779,Technology,EDP Services
WKHS,Workhorse Group Inc. Common Stock,United States,,588422,Consumer Discretionary,Auto Manufacturing
WKSP,Worksport Ltd. Common Stock,Canada,,95533,Consumer Discretionary,Auto Parts:O.E.M.
WLAC,Willow Lane Acquisition Corp. Class A Ordinary Shares,United States,2024,6225,,
WLACU,Willow Lane Acquisition Corp. Unit,United States,2024,499,Finance,Blank Checks
WLACW,Willow Lane Acquisition Corp. Warrants,United States,2024,261,,
WLDN,Willdan Group Inc. Common Stock,United States,2006,112769,Consumer Discretionary,Military/Government/Technical
WLDS,Wearable Devices Ltd. Ordinary Share,Israel,2022,418618,Telecommunications,Computer Communications Equipment
WLDSW,Wearable Devices Ltd. Warrant,Israel,2022,1010,Telecommunications,Computer Communications Equipment
WLFC,Willis Lease Finance Corporation Common Stock,United States,1996,22478,Consumer Discretionary,Industrial Specialties
WLGS,Wang & Lee Group Inc. Ordinary Shares,Hong Kong,2023,3030072,Consumer Discretionary,Engineering & Construction
WMG,Warner Music Group Corp. Class A Common Stock,United States,2020,1128573,Consumer Discretionary,Services-Misc. Amusement & Recreation
WMPN,William Penn Bancorporation Common Stock,United States,2021,34850,Finance,Banks
WNEB,Western New England Bancorp Inc. Common Stock,United States,,79101,Finance,Savings Institutions
WNW,Meiwu Technology Company Limited Ordinary Shares,China,2020,194931,Consumer Discretionary,Catalog/Specialty Distribution
WOK,WORK Medical Technology Group LTD Class A Ordinary Shares,China,2024,73719,Health Care,Medical/Dental Instruments
WOOF,Petco Health and Wellness Company Inc. Class A Common Stock,United States,2021,3634140,Consumer Discretionary,Other Specialty Stores
WORX,SCWorx Corp. Common Stock,United States,2016,32397,Consumer Discretionary,Services-Misc. Amusement & Recreation
WPRT,Westport Fuel Systems Inc Common Shares,Canada,2008,9562,Industrials,Industrial Machinery/Components
WRAP,Wrap Technologies Inc. Common Stock,United States,,43480,Industrials,Ordnance And Accessories
WRD,WeRide Inc. American Depositary Shares,China,2024,13361009,Technology,EDP Services
WRLD,World Acceptance Corporation Common Stock,United States,1991,32770,Finance,Finance: Consumer Services
WSBC,WesBanco Inc. Common Stock,United States,,562501,Finance,Major Banks
WSBCP,WesBanco Inc. Depositary Shares Each Representing a 1/40th Interest in a Share of 6.75% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series A,United States,,6098,Finance,Major Banks
WSBF,Waterstone Financial Inc. Common Stock (MD),United States,2005,44711,Finance,Savings Institutions
WSC,WillScot Holdings Corporation Class A Common Stock,United States,2015,1756912,Industrials,Misc Corporate Leasing Services
WSFS,WSFS Financial Corporation Common Stock,United States,,333153,Finance,Major Banks
WTBA,West Bancorporation Common Stock,United States,,38623,Finance,Major Banks
WTF,Waton Financial Limited Ordinary Shares,Hong Kong,2025,171347,Finance,Investment Bankers/Brokers/Service
WTFC,Wintrust Financial Corporation Common Stock,United States,,620219,Finance,Major Banks
WTFCM,Wintrust Financial Corporation Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series D,United States,,2150,Finance,Major Banks
WTFCP,Wintrust Financial Corporation Depositary Shares Each Representing a 1/1000th Interest in a Share of 6.875% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series E,United States,,5404,Finance,Major Banks
WTO,UTime Limited Ordinary Shares,China,2021,132282,Technology,Consumer Electronics/Appliances
WTW,Willis Towers Watson Public Limited Company Ordinary Shares,United Kingdom,2001,804313,Finance,Specialty Insurers
WULF,TeraWulf Inc. Common Stock,United States,,48727061,Technology,EDP Services
WVE,Wave Life Sciences Ltd. Ordinary Shares,Singapore,2015,1014529,Health Care,Biotechnology: Pharmaceutical Preparations
WVVI,Willamette Valley Vineyards Inc. Common Stock,United States,,2006,Consumer Staples,Beverages (Production/Distribution)
WVVIP,Willamette Valley Vineyards Inc. Series A Redeemable Preferred Stock,United States,,1201,Consumer Staples,Beverages (Production/Distribution)
WW,WW International Inc. Common Stock,United States,,140276724,Consumer Discretionary,Other Consumer Services
WWD,Woodward Inc. Common Stock,United States,,891369,Energy,Industrial Machinery/Components
WXM,WF International Limited Ordinary Shares,China,2025,15046,Consumer Discretionary,Engineering & Construction
WYHG,Wing Yip Food Holdings Group Limited American Depositary Shares,China,2024,19387,Consumer Staples,Specialty Foods
WYNN,Wynn Resorts Limited Common stock,United States,2002,1443270,Consumer Discretionary,Hotels/Resorts
XAGE,Longevity Health Holdings Inc. Common Stock,United States,2021,295880,Health Care,Medical/Dental Instruments
XAGEW,Longevity Health Holdings Inc. Warrant,United States,2021,200,Health Care,Medical/Dental Instruments
XAIR,Beyond Air Inc. Common Stock,United States,,2264260,Health Care,Medical/Dental Instruments
XBIO,Xenetic Biosciences Inc. Common Stock,United States,,6022,Health Care,Biotechnology: Pharmaceutical Preparations
XBIT,XBiotech Inc. Common Stock,United States,2015,62410,Health Care,Biotechnology: Pharmaceutical Preparations
XBP,XBP Europe Holdings Inc. Common Stock,United States,2021,1677,Consumer Discretionary,Business Services
XCH,XCHG Limited American Depositary Share,Germany,2024,49088,Industrials,Electrical Products
XCUR,Exicure Inc. Common Stock,United States,,7203,Health Care,Biotechnology: Pharmaceutical Preparations
XEL,Xcel Energy Inc. Common Stock,United States,,2994570,Utilities,Power Generation
XELB,Xcel Brands Inc. Common Stock,United States,,41561,Miscellaneous,Multi-Sector Companies
XENE,Xenon Pharmaceuticals Inc. Common Shares,Canada,2014,502152,Health Care,Biotechnology: Pharmaceutical Preparations
XERS,Xeris Biopharma Holdings Inc. Common Stock,United States,2018,4119416,Health Care,Biotechnology: Pharmaceutical Preparations
XFOR,X4 Pharmaceuticals Inc. Common Stock,United States,2017,286865,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
XGN,Exagen Inc. Common Stock,United States,2019,228938,Health Care,Medical Specialities
XHG,XChange TEC.INC American Depositary Shares ,China,2019,2927865,Finance,Real Estate
XHLD,TEN Holdings Inc. Common Stock,United States,2025,257566,Consumer Discretionary,Business Services
XLO,Xilio Therapeutics Inc. Common Stock,United States,2021,155728,Health Care,Biotechnology: Pharmaceutical Preparations
XMTR,Xometry Inc. Class A Common Stock,United States,2021,1019945,Consumer Discretionary,Business Services
XNCR,Xencor Inc. Common Stock,United States,2013,388316,Health Care,Biotechnology: Pharmaceutical Preparations
XNET,Xunlei Limited American Depositary Shares,China,2014,895818,Technology,Computer Software: Prepackaged Software
XOMA,XOMA Royalty Corporation Common Stock,United States,1986,22698,Health Care,Biotechnology: Pharmaceutical Preparations
XOMAO,XOMA Royalty Corporation Depositary Shares Rep Series B 8.375% Cumulative Preferred Stock,United States,,1508,Health Care,Biotechnology: Pharmaceutical Preparations
XOMAP,XOMA Royalty Corporation 8.625% Series A Cumulative Perpetual Preferred Stock,United States,,888,Health Care,Biotechnology: Pharmaceutical Preparations
XOS,Xos Inc. Common Stock,United States,2020,67970,Consumer Discretionary,Auto Parts:O.E.M.
XOSWW,Xos Inc. Warrants,United States,2020,802,Consumer Discretionary,Auto Parts:O.E.M.
XP,XP Inc. Class A Common Stock,Brazil,2019,6100713,Finance,Investment Bankers/Brokers/Service
XPEL,XPEL Inc. Common Stock,United States,,168143,Industrials,Industrial Specialties
XPON,Expion360 Inc. Common Stock,United States,2022,21081,Miscellaneous,Industrial Machinery/Components
XRAY,DENTSPLY SIRONA Inc. Common Stock,United States,1987,2260427,Health Care,Medical/Dental Instruments
XRTX,XORTX Therapeutics Inc. Common Stock,Canada,,246160,Health Care,Biotechnology: Pharmaceutical Preparations
XRX,Xerox Holdings Corporation Common Stock,United States,,3940500,Technology,Computer peripheral equipment
XTIA,XTI Aerospace Inc. Common Stock,United States,2014,186421,Technology,EDP Services
XTKG,X3 Holdings Co. Ltd. Ordinary Shares,China,2019,378197,Technology,EDP Services
XTLB,XTL Biopharmaceuticals Ltd. American Depositary Shares,Israel,,3111,Health Care,Biotechnology: Pharmaceutical Preparations
XWEL,XWELL Inc. Common Stock,United States,,9452,Consumer Discretionary,Other Consumer Services
XXII,22nd Century Group Inc. Common Stock,United States,,91995,Health Care, Medicinal Chemicals and Botanical Products 
XYLO,Xylo Technologies Ltd. American Depositary Shares,Israel,,9041,Health Care,Medical/Dental Instruments
YAAS,Youxin Technology Ltd Class A Ordinary shares,China,2024,22259,Technology,Computer Software: Prepackaged Software
YGMZ,MingZhu Logistics Holdings Limited Ordinary Shares,China,2020,140140,Consumer Discretionary,Transportation Services
YHC,LQR House Inc. Common Stock,United States,2023,113698,Consumer Staples,Beverages (Production/Distribution)
YHGJ,Yunhong Green CTI Ltd. Common Stock,United States,,17155,Industrials,Specialty Chemicals
YHNA,YHN Acquisition I Limited Ordinary Shares,Hong Kong,2024,9764,,
YHNAR,YHN Acquisition I Limited Right,Hong Kong,2024,11767,,
YI,111 Inc. American Depositary Shares,China,2018,2422,Consumer Staples,Retail-Drug Stores and Proprietary Stores
YIBO,Planet Image International Limited Class A Ordinary Shares,China,2024,71655,Industrials,Industrial Machinery/Components
YJ,Yunji Inc. American Depository Shares,China,2019,1788,Consumer Discretionary,Other Specialty Stores
YMAB,Y-mAbs Therapeutics Inc. Common Stock,United States,2018,120648,Health Care,Biotechnology: Pharmaceutical Preparations
YORW,York Water Company (The) Common Stock,United States,,36228,Utilities,Water Supply
