Symbol,Name,Country,IPO Year,Volume,Sector,Industry
TFINP,Triumph Financial Inc. Depositary Shares Each Representing a 1/40th Interest in a Share of 7.125% Series C Fixed-Rate Non-Cumulative Perpetual Preferred Stock,United States,,4418,Finance,Major Banks
TFSL,TFS Financial Corporation Common Stock,United States,2007,269288,Finance,Savings Institutions
TGL,Treasure Global Inc. Common Stock,United States,2022,187006,Consumer Discretionary,Business Services
TGTX,TG Therapeutics Inc. Common Stock,United States,,1785036,Health Care,Biotechnology: Pharmaceutical Preparations
TH,Target Hospitality Corp. Common Stock,United States,2018,229791,Consumer Discretionary,Hotels/Resorts
THAR,Tharimmune Inc. Common Stock,United States,2022,1920825,Health Care,Biotechnology: Pharmaceutical Preparations
THCH,TH International Limited Ordinary shares,China,,7853,Consumer Discretionary,Restaurants
THFF,First Financial Corporation Common Stock,United States,,63756,Finance,Major Banks
THRD,Third Harmonic Bio Inc. Common Stock,United States,2022,323592,Health Care,Biotechnology: Pharmaceutical Preparations
THRM,Gentherm Inc Common Stock,United States,,647956,Consumer Discretionary,Auto Parts:O.E.M.
THRY,Thryv Holdings Inc. Common Stock,United States,,807055,Consumer Discretionary,Advertising
THTX,Theratechnologies Inc. Common Shares,Canada,,538768,Health Care,Biotechnology: Pharmaceutical Preparations
TIGO,Millicom International Cellular S.A. Common Stock,Luxembourg,,937513,Telecommunications,Telecommunications Equipment
TIGR,UP Fintech Holding Ltd American Depositary Share representing fifteen Class A Ordinary Shares,China,2019,6177441,Finance,Investment Bankers/Brokers/Service
TIL,Instil Bio Inc. Common Stock,United States,2021,560112,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TILE,Interface Inc. Common Stock,United States,,319000,Consumer Discretionary,Home Furnishings
TIPT,Tiptree Inc. Common Stock,United States,,108303,Finance,Property-Casualty Insurers
TIRX,TIAN RUIXIANG Holdings Ltd Class A Ordinary Shares,China,2021,29220,Finance,Specialty Insurers
TITN,Titan Machinery Inc. Common Stock,United States,2007,244121,Consumer Discretionary,Other Specialty Stores
TIVC,Tivic Health Systems Inc. Common Stock,United States,2021,261658,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
TKLF,Tokyo Lifestyle Co. Ltd. American Depositary Shares,Japan,2022,4074,Consumer Discretionary,Other Specialty Stores
TKNO,Alpha Teknova Inc. Common Stock,United States,2021,346002,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
TLF,Tandy Leather Factory Inc. Common Stock,United States,,4306,Consumer Discretionary,Apparel
TLN,Talen Energy Corporation Common Stock,United States,,582010,Utilities,Electric Utilities: Central
TLPH,Talphera Inc. Common Stock,United States,2011,21475,Health Care,Biotechnology: Pharmaceutical Preparations
TLRY,Tilray Brands Inc. Common Stock ,United States,2018,15569566,Health Care, Medicinal Chemicals and Botanical Products 
TLS,Telos Corporation Common Stock,United States,2020,229192,Technology,EDP Services
TLSA,Tiziana Life Sciences Ltd. Common Shares,United Kingdom,2018,278579,Health Care,Biotechnology: Pharmaceutical Preparations
TLSI,TriSalus Life Sciences Inc. Common Stock,United States,2021,21747,Health Care,Medical Specialities
TLSIW,TriSalus Life Sciences Inc. Warrant,United States,2021,11,Health Care,Medical Specialities
TLX,Telix Pharmaceuticals Limited American Depositary Shares,Australia,,72506,Health Care,Biotechnology: Pharmaceutical Preparations
TMC,TMC the metals company Inc. Common Stock,Canada,,15387781,Basic Materials,Metal Mining
TMCI,Treace Medical Concepts Inc. Common Stock,United States,2021,368409,Health Care,Medical/Dental Instruments
TMCWW,TMC the metals company Inc. Warrants,Canada,,148275,Basic Materials,Metal Mining
TMDX,TransMedics Group Inc. Common Stock,United States,2019,1130548,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
TMUS,T-Mobile US Inc. Common Stock,United States,,5825856,Telecommunications,Telecommunications Equipment
TNDM,Tandem Diabetes Care Inc. Common Stock,United States,2013,1140893,Health Care,Medical/Dental Instruments
TNFA,TNF Pharmaceuticals Inc. Common Stock,United States,2014,4156071,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
TNGX,Tango Therapeutics Inc.,United States,2020,633991,Health Care,Biotechnology: Pharmaceutical Preparations
TNMG,TNL Mediagene Ordinary Shares,Taiwan,,238976,,
TNON,Tenon Medical Inc. Common Stock,United States,2022,381648,Health Care,Medical/Dental Instruments
TNONW,Tenon Medical Inc. Warrant,United States,,20738,Health Care,Medical/Dental Instruments
TNXP,Tonix Pharmaceuticals Holding Corp. Common Stock,United States,,515068,Health Care,Biotechnology: Pharmaceutical Preparations
TNYA,Tenaya Therapeutics Inc. Common Stock,United States,2021,1684703,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TOI,The Oncology Institute Inc. Common Stock,United States,2020,1645673,Health Care,Medical/Nursing Services
TOIIW,The Oncology Institute Inc. Warrant,United States,2020,10929,Health Care,Medical/Nursing Services
TOMZ,TOMI Environmental Solutions Inc. Common Stock,United States,,10882,Industrials,Major Chemicals
TOP,TOP Financial Group Limited Class A Ordinary Shares,Hong Kong,2022,23780,Finance,Investment Bankers/Brokers/Service
TOPW,Top Win International Limited Ordinary Shares,Hong Kong,2025,125615,Industrials,Other Specialty Stores
TORO,Toro Corp. Common Stock,Cyprus,,8572,Consumer Discretionary,Marine Transportation
TOUR,Tuniu Corporation American Depositary Shares,China,2014,252969,Consumer Discretionary,Transportation Services
TOWN,TowneBank Common Stock,United States,,172817,Finance,Major Banks
TOYO,TOYO Co. Ltd Ordinary Shares,Japan,,4780,Consumer Discretionary,Miscellaneous manufacturing industries
TPCS,TechPrecision Corporation Common stock,United States,,33983,Industrials,Metal Fabrications
TPG,TPG Inc. Class A Common Stock,United States,2022,611353,Finance,Investment Managers
TPGXL,TPG Operating Group II L.P. 6.950% Fixed-Rate Junior Subordinated Notes due 2064,United States,,4656,,
TPIC,TPI Composites Inc. Common Stock,United States,2016,324191,Industrials,Industrial Machinery/Components
TPST,Tempest Therapeutics Inc. Common Stock,United States,,53421,Health Care,Biotechnology: Pharmaceutical Preparations
TRAW,Traws Pharma Inc. Common Stock,United States,2013,56674,Health Care,Biotechnology: Pharmaceutical Preparations
TRDA,Entrada Therapeutics Inc. Common Stock,United States,2021,104304,Health Care,Biotechnology: Pharmaceutical Preparations
TREE,LendingTree Inc. Common Stock,United States,,318379,Finance,Finance: Consumer Services
TRI,Thomson Reuters Corporation Common Shares,United States,,657005,Consumer Discretionary,Publishing
TRIB,Trinity Biotech plc American Depositary Shares,Ireland,1992,115743,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
TRIN,Trinity Capital Inc. Common Stock,United States,2021,323046,Finance,Finance: Consumer Services
TRINI,Trinity Capital Inc. 7.875% Notes Due 2029,United States,,9274,Finance,Finance: Consumer Services
TRINZ,Trinity Capital Inc. 7.875% Notes due 2029,United States,,9323,Finance,Finance: Consumer Services
TRIP,TripAdvisor Inc. Common Stock,United States,,1553687,Technology,Computer Software: Programming Data Processing
TRMB,Trimble Inc. Common Stock,United States,1990,1438381,Industrials,Industrial Machinery/Components
TRMD,TORM plc Class A Common Stock,United Kingdom,,481718,Consumer Discretionary,Marine Transportation
TRMK,Trustmark Corporation Common Stock,United States,,372273,Finance,Major Banks
TRML,Tourmaline Bio Inc. Common Stock,United States,2021,227197,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TRNR,Interactive Strength Inc. Common Stock,United States,2023,703417,Technology,Consumer Electronics/Appliances
TRNS,Transcat Inc. Common Stock,United States,,98371,Industrials,Electrical Products
TROO,TROOPS Inc. Ordinary Shares ,China,,15818,Technology,Radio And Television Broadcasting And Communications Equipment
TROW,T. Rowe Price Group Inc. Common Stock,United States,1986,1251450,Finance,Investment Bankers/Brokers/Service
TRS,TriMas Corporation Common Stock,United States,2007,745819,Industrials,Industrial Specialties
TRSG,Tungray Technologies Inc Class A Ordinary Shares,Singapore,2024,31274,Industrials,Industrial Machinery/Components
TRST,TrustCo Bank Corp NY Common Stock,United States,,69975,Finance,Major Banks
TRUE,TrueCar Inc. Common Stock,United States,2014,202111,Technology,Computer Software: Programming Data Processing
TRUG,TruGolf Holdings Inc. Class A Common Stock,United States,2021,465895,Consumer Discretionary,Recreational Games/Products/Toys
TRUP,Trupanion Inc. Common Stock,United States,,531926,Health Care,Medical Specialities
TRVG,trivago N.V. American Depositary Shares,Germany,2016,114840,Technology,EDP Services
TRVI,Trevi Therapeutics Inc. Common Stock,United States,2019,1490220,Health Care,Biotechnology: Pharmaceutical Preparations
TSAT,Telesat Corporation Class A Common Shares and Class B Variable Voting Shares ,Canada,,71736,Industrials,Metal Fabrications
TSBK,Timberland Bancorp Inc. Common Stock,United States,,16876,Finance,Banks
TSBX,Turnstone Biologics Corp. Common Stock,United States,2023,42843,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TSCO,Tractor Supply Company Common Stock,United States,1994,6417646,Consumer Discretionary,RETAIL: Building Materials
TSEM,Tower Semiconductor Ltd. Ordinary Shares,Israel,1994,332374,Technology,Semiconductors
TSHA,Taysha Gene Therapies Inc. Common Stock,United States,2020,1743217,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TSLA,Tesla Inc. Common Stock,United States,2010,151731771,Consumer Discretionary,Auto Manufacturing
TSSI,TSS Inc. Common Stock,United States,,486798,Consumer Discretionary,Professional Services
TSVT,2seventy bio Inc. Common Stock ,United States,,287064,Health Care,Biotechnology: Pharmaceutical Preparations
TTAN,ServiceTitan Inc. Class A Common Stock,United States,2024,518973,Technology,Computer Software: Prepackaged Software
TTD,The Trade Desk Inc. Class A Common Stock,United States,2016,5186930,Technology,Computer Software: Programming Data Processing
TTEC,TTEC Holdings Inc. Common Stock,United States,1996,187888,Consumer Discretionary,Professional Services
TTEK,Tetra Tech Inc. Common Stock,United States,1991,2170921,Consumer Discretionary,Military/Government/Technical
TTGT,TechTarget Inc. Common Stock,United States,,275891,Telecommunications,Telecommunications Equipment
TTMI,TTM Technologies Inc. Common Stock,United States,2000,633622,Technology,Electrical Products
TTNP,Titan Pharmaceuticals Inc. Common Stock,United States,,18457,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TTSH,Tile Shop Holdings Inc. Common Stock,United States,,67820,Consumer Discretionary,Home Furnishings
TTWO,Take-Two Interactive Software Inc. Common Stock,United States,1997,2071652,Technology,Computer Software: Prepackaged Software
TURB,Turbo Energy S.A. American Depositary Shares,Spain,2023,482,Miscellaneous,Industrial Machinery/Components
TURN,180 Degree Capital Corp. Common Stock,United States,,127063,Finance,Finance/Investors Services
TUSK,Mammoth Energy Services Inc. Common Stock,United States,2016,261227,Energy,Oilfield Services/Equipment
TVACU,Texas Ventures Acquisition III Corp Unit,United States,2025,723161,Finance,Blank Checks
TVGN,Tevogen Bio Holdings Inc. Common Stock,United States,2022,7535262,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TVGNW,Tevogen Bio Holdings Inc. Warrant,United States,2022,36455,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TVRD,Tvardi Therapeutics Inc. Common Stock,United States,2014,69259,Health Care,Biotechnology: Pharmaceutical Preparations
TVTX,Travere Therapeutics Inc. Common Stock,United States,,2369513,Health Care,Biotechnology: Pharmaceutical Preparations
TW,Tradeweb Markets Inc. Class A Common Stock,United States,2019,800204,Finance,Investment Bankers/Brokers/Service
TWFG,TWFG Inc. Class A Common Stock,United States,2024,87218,Finance,Specialty Insurers
TWG,Top Wealth Group Holding Limited Ordinary Shares,Hong Kong,2024,1674870,Consumer Staples,Packaged Foods
TWIN,Twin Disc Incorporated Common Stock,United States,,50452,Industrials,Industrial Machinery/Components
TWNP,Twin Hospitality Group Inc. Class A Common Stock,United States,,7176,Consumer Discretionary,Restaurants
TWST,Twist Bioscience Corporation Common Stock,United States,2018,798850,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TXG,10x Genomics Inc. Class A Common Stock,United States,2019,3178683,Industrials,Biotechnology: Laboratory Analytical Instruments
TXMD,TherapeuticsMD Inc. Common Stock,United States,,49461,Health Care,Biotechnology: Pharmaceutical Preparations
TXN,Texas Instruments Incorporated Common Stock,United States,,5170454,Technology,Semiconductors
TXRH,Texas Roadhouse Inc. Common Stock,United States,2004,1866655,Consumer Discretionary,Restaurants
TYGO,Tigo Energy Inc. Common Stock,United States,2021,2512,Technology,Semiconductors
TYRA,Tyra Biosciences Inc. Common Stock,United States,2021,224883,Health Care,Biotechnology: Pharmaceutical Preparations
TZOO,Travelzoo Common Stock,United States,,296261,Consumer Discretionary,Advertising
TZUP,Thumzup Media Corporation Common Stock,United States,,56302,Technology,EDP Services
UAL,United Airlines Holdings Inc. Common Stock,United States,,4957333,Consumer Discretionary,Air Freight/Delivery Services
UBCP,United Bancorp Inc. Common Stock,United States,,448,Finance,Major Banks
UBFO,United Security Bancshares Common Stock,United States,,16336,Finance,Major Banks
UBSI,United Bankshares Inc. Common Stock,United States,,746176,Finance,Major Banks
UBX,Unity Biotechnology Inc. Common Stock,United States,2018,48346,Health Care,Biotechnology: Pharmaceutical Preparations
UBXG,U-BX Technology Ltd. Ordinary Shares,China,2024,4672,Technology,Computer Software: Programming Data Processing
UCAR,U Power Limited Class A Ordinary Shares,China,2023,16220,Consumer Discretionary,Auto Parts:O.E.M.
UCL,uCloudlink Group Inc. American Depositary Shares,Hong Kong,2020,128071,Consumer Discretionary,Telecommunications Equipment
UCTT,Ultra Clean Holdings Inc. Common Stock,United States,2004,737979,Technology,Semiconductors
UDMY,Udemy Inc. Common Stock,United States,2021,816961,Real Estate,Other Consumer Services
UEIC,Universal Electronics Inc. Common Stock,United States,1993,44915,Consumer Staples,Consumer Electronics/Appliances
UFCS,United Fire Group Inc. Common Stock,United States,,103059,Finance,Property-Casualty Insurers
UFG,Uni-Fuels Holdings Limited Class A Ordinary Shares,Singapore,2025,72767,Energy,Oil Refining/Marketing
UFPI,UFP Industries Inc. Common Stock,United States,1993,414090,Basic Materials,Forest Products
UFPT,UFP Technologies Inc. Common Stock,United States,1993,146256,Health Care,Medical/Dental Instruments
UG,United-Guardian Inc. Common Stock,United States,,13724,Consumer Discretionary,Package Goods/Cosmetics
UGRO,urban-gro Inc. Common Stock,United States,,198438,Consumer Discretionary,Industrial Specialties
UHG,United Homes Group Inc Class A Common Stock,United States,2021,72496,Consumer Discretionary,Homebuilding
UK,Ucommune International Ltd Ordinary Shares,United States,2019,10689,Consumer Discretionary,Business Services
UKOMW,Ucommune International Ltd Warrant expiring 11/17/2025,United States,2019,1001,Consumer Discretionary,Business Services
ULBI,Ultralife Corporation Common Stock,United States,1992,49088,Miscellaneous,Industrial Machinery/Components
ULCC,Frontier Group Holdings Inc. Common Stock,United States,2021,4777925,Consumer Discretionary,Air Freight/Delivery Services
ULH,Universal Logistics Holdings Inc. Common Stock,United States,2005,155783,Industrials,Trucking Freight/Courier Services
ULTA,Ulta Beauty Inc. Common Stock,United States,2007,778312,Consumer Discretionary,Other Specialty Stores
ULY,Urgent.ly Inc. Common Stock,United States,,91895,Technology,EDP Services
UMBF,UMB Financial Corporation Common Stock,United States,,465949,Finance,Major Banks
UMBFP,UMB Financial Corporation Depositary Shares each representing a 1/400th of 7.00% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock,United States,,1331,,
UNB,Union Bankshares Inc. Common Stock,United States,,8807,Finance,Major Banks
UNCY,Unicycive Therapeutics Inc. Common Stock,United States,2021,239580,Health Care,Biotechnology: Pharmaceutical Preparations
UNIT,Uniti Group Inc. Common Stock,United States,,1873854,Real Estate,Real Estate Investment Trusts
UNTY,Unity Bancorp Inc. Common Stock,United States,,18673,Finance,Major Banks
UOKA,MDJM LTD Ordinary Share,China,2019,1424766,Finance,Real Estate
UONE,Urban One Inc. Class A Common Stock,United States,,39598,Consumer Discretionary,Broadcasting
UONEK,Urban One Inc. Class D Common Stock,United States,,84745,Consumer Discretionary,Broadcasting
UPB,Upstream Bio Inc. Common Stock,United States,2024,291529,Health Care,Biotechnology: Pharmaceutical Preparations
UPBD,Upbound Group Inc. Common Stock,United States,,486147,Consumer Discretionary,Diversified Commercial Services
UPC,Universe Pharmaceuticals Inc. Ordinary Shares,China,2021,6983438,Health Care,Biotechnology: Pharmaceutical Preparations
UPLD,Upland Software Inc. Common Stock,United States,2014,73086,Technology,Computer Software: Prepackaged Software
UPST,Upstart Holdings Inc. Common stock,United States,2020,4517426,Finance,Finance: Consumer Services
UPWK,Upwork Inc. Common Stock,United States,2018,910945,Technology,EDP Services
UPXI,Upexi Inc. Common Stock,United States,2021,2112017,Health Care, Medicinal Chemicals and Botanical Products 
URBN,Urban Outfitters Inc. Common Stock,United States,1993,1717499,Consumer Discretionary,Clothing/Shoe/Accessory Stores
URGN,UroGen Pharma Ltd. Ordinary Shares,Israel,2017,2322961,Health Care,Biotechnology: Pharmaceutical Preparations
UROY,Uranium Royalty Corp. Common Stock,Canada,,1901878,Finance,Investment Bankers/Brokers/Service
USAR,USA Rare Earth Inc. Class A Common Stock,United States,2023,1027884,Basic Materials,Metal Mining
USARW,USA Rare Earth Inc. Warrant,United States,2023,108629,Basic Materials,Metal Mining
USAU,U.S. Gold Corp. Common Stock,United States,,413473,Basic Materials,Metal Mining
USCB,USCB Financial Holdings Inc. Class A Common Stock,United States,2021,16031,Finance,Major Banks
USEA,United Maritime Corporation Common Stock,Greece,,10977,Consumer Discretionary,Marine Transportation
USEG,U.S. Energy Corp. Common Stock (DE),United States,,112194,Energy,Oil & Gas Production
USGO,U.S. GoldMining Inc. Common stock,United States,2023,13479,Basic Materials,Precious Metals
USGOW,U.S. GoldMining Inc. Warrant,United States,2023,580,Basic Materials,Precious Metals
USIO,Usio Inc. Common Stock,United States,,95216,Finance,Investment Bankers/Brokers/Service
USLM,United States Lime & Minerals Inc. Common Stock,United States,,72011,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
UTHR,United Therapeutics Corporation Common Stock,United States,1999,410282,Health Care,Biotechnology: Pharmaceutical Preparations
UTMD,Utah Medical Products Inc. Common Stock,United States,,16139,Health Care,Medical/Dental Instruments
UTSI,UTStarcom Holdings Corp. Ordinary Shares,China,2000,1050,Telecommunications,Telecommunications Equipment
UVSP,Univest Financial Corporation Common Stock,United States,,162394,Finance,Major Banks
UXIN,Uxin Limited ADS,China,2018,9929,Consumer Discretionary,Business Services
UYSCU,UY Scuti Acquisition Corp. Units,United States,2025,120,,
VABK,Virginia National Bankshares Corporation Common Stock,United States,,4273,Finance,Major Banks
VACH,Voyager Acquisition Corp Class A Ordinary Shares,United States,2024,9181,,
VACHW,Voyager Acquisition Corp Warrants,United States,2024,10097,Finance,Blank Checks
VALN,Valneva SE American Depositary Shares,France,2021,29789,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VALU,Value Line Inc. Common Stock,United States,1983,14047,Finance,Investment Managers
VANI,Vivani Medical Inc. Common Stock (DE),United States,2014,25152,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
VBNK,VersaBank Common Shares,Canada,,91112,Finance,Commercial Banks
VBTX,Veritex Holdings Inc. Common Stock,United States,2014,348439,Finance,Major Banks
VC,Visteon Corporation Common Stock,United States,,372365,Consumer Discretionary,Auto Parts:O.E.M.
VCEL,Vericel Corporation Common Stock,United States,,447174,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VCIC,Vine Hill Capital Investment Corp. Class A Ordinary Shares,United States,2024,29,,
VCICU,Vine Hill Capital Investment Corp. Unit,United States,2024,12281,,
VCICW,Vine Hill Capital Investment Corp. Warrant,United States,2024,190,Finance,Blank Checks
VCIG,VCI Global Limited Ordinary Share,Malaysia,2023,99218,Consumer Discretionary,Diversified Commercial Services
VCSA,Vacasa Inc. Class A Common Stock,United States,,158028,Finance,Diversified Commercial Services
VCTR,Victory Capital Holdings Inc. Class A Common Stock,United States,2018,233141,Finance,Investment Managers
VCYT,Veracyte Inc. Common Stock,United States,2013,722950,Health Care,Medical Specialities
VECO,Veeco Instruments Inc. Common Stock,United States,1994,359383,Technology,Industrial Machinery/Components
VEEA,Veea Inc. Common Stock,United States,2021,39310,Finance,Blank Checks
VEEE,Twin Vee PowerCats Co. Common Stock,United States,2021,45068,Industrials,Marine Transportation
VEON,VEON Ltd. ADS,Netherlands,,420031,Telecommunications,Telecommunications Equipment
VERA,Vera Therapeutics Inc. Class A Common Stock,United States,2021,472841,Health Care,Biotechnology: Pharmaceutical Preparations
VERB,Verb Technology Company Inc. Common Stock,United States,,62185,Consumer Discretionary,Other Consumer Services
VERI,Veritone Inc. Common Stock,United States,2017,569088,Technology,EDP Services
VERO,Venus Concept Inc. Common Stock,United States,2017,89253,Health Care,Medical/Dental Instruments
VERU,Veru Inc. Common Stock,United States,,547839,Health Care,Biotechnology: Pharmaceutical Preparations
VERV,Verve Therapeutics Inc. Common Stock,United States,2021,2286447,Health Care,Biotechnology: Pharmaceutical Preparations
VERX,Vertex Inc. Class A Common Stock,United States,2020,893602,Technology,Computer Software: Prepackaged Software
VFF,Village Farms International Inc. Common Shares,Canada,,305812,,
VFS,VinFast Auto Ltd. Ordinary Shares,Singapore,,680319,Finance,Blank Checks
VFSWW,VinFast Auto Ltd. Warrant,Singapore,,5664,,
VGAS,Verde Clean Fuels Inc. Class A Common Stock,United States,2021,6291,Industrials,Major Chemicals
VGASW,Verde Clean Fuels Inc. Warrant,United States,2021,311,Industrials,Major Chemicals
VIASP,Via Renewables Inc. 8.75% Series A Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Stock,United States,,6610,Utilities,Power Generation
VIAV,Viavi Solutions Inc. Common Stock,United States,,1555297,Technology,Semiconductors
VICR,Vicor Corporation Common Stock,United States,,168596,Technology,Industrial Machinery/Components
VIGL,Vigil Neuroscience Inc. Common Stock,United States,2022,44001,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VINP,Vinci Partners Investments Ltd. Class A Common Shares,Brazil,2021,27804,Finance,Investment Managers
VIOT,Viomi Technology Co. Ltd American Depositary Shares,China,2018,82312,Consumer Discretionary,Consumer Electronics/Appliances
VIR,Vir Biotechnology Inc. Common Stock,United States,2019,1001924,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VIRC,Virco Manufacturing Corporation Common Stock,United States,,88020,Consumer Discretionary,Industrial Specialties
VIRT,Virtu Financial Inc. Class A Common Stock,United States,2015,1218828,Finance,Investment Bankers/Brokers/Service
VITL,Vital Farms Inc. Common Stock,United States,2020,629775,Consumer Staples,Packaged Foods
VIVK,Vivakor Inc. Common Stock,United States,,28273,Utilities,Environmental Services
VIVS,VivoSim Labs Inc. Common Stock,United States,,142906,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VKTX,Viking Therapeutics Inc. Common Stock,United States,2015,3460852,Health Care,Biotechnology: Pharmaceutical Preparations
VLCN,Volcon Inc. Common stock,United States,2021,43078,Consumer Discretionary,Auto Manufacturing
VLGEA,Village Super Market Inc. Class A Common Stock,United States,,34230,Consumer Staples,Food Chains
VLY,Valley National Bancorp Common Stock,United States,,6976496,Finance,Major Banks
VLYPN,Valley National Bancorp 8.250% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series C,United States,,17649,Finance,Major Banks
VLYPO,Valley National Bancorp 5.50% Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series B,United States,,7619,Finance,Major Banks
VLYPP,Valley National Bancorp 6.25% Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series A,United States,,7962,Finance,Major Banks
VMAR,Vision Marine Technologies Inc. Common Shares,Canada,2020,12682,Industrials,Marine Transportation
VMD,Viemed Healthcare Inc. Common Shares,United States,,119447,Health Care,Misc Health and Biotechnology Services
VMEO,Vimeo Inc. Common Stock,United States,,868312,Technology,Computer Software: Programming Data Processing
VNDA,Vanda Pharmaceuticals Inc. Common Stock,United States,2006,446058,Health Care,Biotechnology: Pharmaceutical Preparations
VNET,VNET Group Inc. American Depositary Shares,China,2011,2033146,Technology,Computer Software: Programming Data Processing
VNOM,Viper Energy Inc. Class A Common Stock,United States,2014,624151,Energy,Oil & Gas Production
VOD,Vodafone Group Plc American Depositary Shares,United Kingdom,,15235243,Telecommunications,Telecommunications Equipment
VOR,Vor Biopharma Inc. Common Stock,United States,2021,121264,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VOXR,Vox Royalty Corp. Common Stock,Canada,,172469,Basic Materials,Precious Metals
VRA,Vera Bradley Inc. Common Stock,United States,2010,139456,Consumer Discretionary,Apparel
VRAR,The Glimpse Group Inc. Common Stock,United States,2021,58052,Technology,EDP Services
VRAX,Virax Biolabs Group Limited Ordinary Shares,United Kingdom,2022,68309,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
VRCA,Verrica Pharmaceuticals Inc. Common Stock,United States,2018,231326,Health Care,Biotechnology: Pharmaceutical Preparations
VRDN,Viridian Therapeutics Inc. Common Stock,United States,2014,683510,Health Care,Medical Specialities
VREX,Varex Imaging Corporation Common Stock,United States,,371760,Technology,Industrial Machinery/Components
VRM,Vroom Inc. Common Stock,United States,,11950,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
VRME,VerifyMe Inc. Common Stock,United States,,54382,Technology,EDP Services
VRNA,Verona Pharma plc American Depositary Share,United Kingdom,2017,2238285,Health Care,Biotechnology: Pharmaceutical Preparations
VRNS,Varonis Systems Inc. Common Stock,United States,2014,696482,Technology,Computer Software: Prepackaged Software
VRNT,Verint Systems Inc. Common Stock,United States,2010,780823,Technology,EDP Services
VRRM,Verra Mobility Corporation Class A Common Stock,United States,2017,1387689,Consumer Discretionary,Transportation Services
VRSK,Verisk Analytics Inc. Common Stock,United States,2009,777144,Technology,EDP Services
VRSN,VeriSign Inc. Common Stock,United States,1998,1123918,Technology,EDP Services
VRTX,Vertex Pharmaceuticals Incorporated Common Stock,United States,1991,1503471,Health Care,Biotechnology: Pharmaceutical Preparations
VS,Versus Systems Inc. Common Stock,Canada,,5187,Technology,EDP Services
VSA,TCTM Kids IT Education Inc. American Depositary Shares,China,2014,9701,Real Estate,Other Consumer Services
VSAT,ViaSat Inc. Common Stock,United States,1996,2067056,Technology,Radio And Television Broadcasting And Communications Equipment
VSEC,VSE Corporation Common Stock,United States,,211798,Consumer Discretionary,Military/Government/Technical
VSEE,VSee Health Inc. Common Stock,United States,2021,15427,Health Care,Medical/Nursing Services
VSME,VS Media Holdings Limited Class A Ordinary Shares,China,2023,25657,Consumer Discretionary,Publishing
VSSYW,Versus Systems Inc. Class A Warrants,Canada,,2591,Technology,EDP Services
VSTA,Vasta Platform Limited Class A Ordinary Shares,Brazil,2020,86305,Real Estate,Other Consumer Services
VSTE,Vast Renewables Limited Ordinary Shares,Australia,,251791,Industrials,Building Products
VSTEW,Vast Renewables Limited Warrants,Australia,,92,Industrials,Building Products
VSTM,Verastem Inc. Common Stock,United States,2012,2158832,Health Care,Biotechnology: Pharmaceutical Preparations
VTGN,Vistagen Therapeutics Inc. Common Stock,United States,,68205,Health Care,Biotechnology: Pharmaceutical Preparations
VTRS,Viatris Inc. Common Stock,United States,,11151234,Health Care,Biotechnology: Pharmaceutical Preparations
VTSI,VirTra Inc. Common Stock,United States,,82894,Consumer Discretionary,Miscellaneous manufacturing industries
VTVT,vTv Therapeutics Inc. Class A Common Stock,United States,2015,2832,Health Care,Biotechnology: Pharmaceutical Preparations
VTYX,Ventyx Biosciences Inc. Common Stock,United States,2021,658771,Health Care,Biotechnology: Pharmaceutical Preparations
VUZI,Vuzix Corporation Common Stock,United States,,859694,Technology,Radio And Television Broadcasting And Communications Equipment
VVOS,Vivos Therapeutics Inc. Common Stock,United States,2020,38385,Health Care,Medical/Dental Instruments
VVPR,VivoPower International PLC Ordinary Shares,United Kingdom,,237894,Utilities,Power Generation
